                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                 2.2824,                 1.4103,                 1.4295,                 0.4726,                0.46069,                0.41145,                0.15174,                 2.4022,                 1.5827,                 1.6013,              0.0095446,              0.0095446,              0.0095446
                     49,                 2.2374,                 1.4105,                 1.4511,                0.54556,                0.46824,                0.47533,                0.18444,                 2.2912,                 1.4614,                  1.557,              0.0095347,              0.0095347,              0.0095347
                     50,                 2.2167,                  1.408,                 1.4246,                0.52253,                0.45412,                0.45842,                0.18184,                 2.3018,                 1.3881,                 1.5266,              0.0095248,              0.0095248,              0.0095248
                     51,                 2.2599,                 1.4043,                 1.4263,                0.56798,                0.49412,                0.51287,                0.19548,                 2.2878,                 1.3122,                 1.5235,              0.0095149,              0.0095149,              0.0095149
                     52,                 2.1946,                 1.3837,                  1.426,                0.53763,                0.51529,                0.51206,                0.19315,                 2.3108,                 1.4005,                 1.5202,               0.009505,               0.009505,               0.009505
                     53,                 2.2152,                 1.3767,                 1.4196,                0.51005,                0.45412,                0.45361,                0.16633,                 2.3544,                 1.4368,                 1.5289,              0.0094951,              0.0094951,              0.0094951
                     54,                 2.1831,                 1.3642,                 1.4239,                0.57238,                0.44941,                0.48408,                0.18427,                 2.3173,                 1.3771,                 1.5471,              0.0094852,              0.0094852,              0.0094852
                     55,                 2.1975,                 1.3555,                 1.4149,                0.54763,                0.46118,                0.48114,                0.18315,                 2.3079,                 1.4606,                 1.5576,              0.0094753,              0.0094753,              0.0094753
                     56,                 2.1967,                  1.365,                 1.4142,                0.50097,                0.38706,                 0.3922,                0.13463,                 2.5023,                 1.5629,                 1.6734,              0.0094654,              0.0094654,              0.0094654
                     57,                 2.2139,                 1.3526,                 1.4148,                0.50323,                0.49529,                0.45716,                 0.1773,                 2.2817,                 1.4869,                 1.5164,              0.0094555,              0.0094555,              0.0094555
                     58,                 2.1839,                 1.3528,                 1.4009,                0.51472,                0.47176,                0.44353,                0.16427,                 2.3237,                  1.429,                 1.5353,              0.0094456,              0.0094456,              0.0094456
                     59,                 2.1463,                 1.3317,                  1.392,                0.54348,                0.54622,                0.53792,                0.19102,                   2.31,                 1.3521,                 1.4958,              0.0094357,              0.0094357,              0.0094357
                     60,                 2.1616,                 1.3377,                 1.3952,                0.59466,                0.52987,                0.54843,                0.21136,                 2.2241,                 1.3379,                  1.455,              0.0094258,              0.0094258,              0.0094258
                     61,                 2.1641,                  1.339,                   1.39,                 0.5625,                0.49882,                 0.5202,                0.19966,                 2.2779,                 1.3231,                 1.5063,              0.0094159,              0.0094159,              0.0094159
                     62,                 2.1717,                 1.3287,                 1.3879,                0.55183,                0.42471,                0.44651,                0.17198,                 2.3075,                  1.428,                 1.5427,               0.009406,               0.009406,               0.009406
                     63,                 2.1455,                  1.336,                 1.3941,                0.56099,                0.44824,                0.45303,                0.16233,                 2.4024,                    1.4,                 1.5735,              0.0093961,              0.0093961,              0.0093961
                     64,                 2.1332,                 1.3224,                 1.3818,                0.60877,                    0.5,                0.53617,                0.21362,                 2.2442,                 1.3721,                 1.4828,              0.0093862,              0.0093862,              0.0093862
                     65,                 2.1095,                   1.33,                 1.3964,                0.62637,                0.48123,                0.52488,                0.20118,                 2.2913,                 1.3885,                 1.4864,              0.0093763,              0.0093763,              0.0093763
                     66,                 2.0943,                 1.2982,                 1.3718,                0.59576,                0.48235,                0.51683,                0.19355,                 2.3117,                 1.3937,                 1.4733,              0.0093664,              0.0093664,              0.0093664
                     67,                 2.0659,                 1.2834,                 1.3528,                0.58338,                0.50118,                0.51145,                 0.1954,                 2.2395,                 1.3327,                 1.4634,              0.0093565,              0.0093565,              0.0093565
                     68,                 2.0968,                 1.2913,                 1.3669,                0.62797,                0.52118,                0.55343,                0.21815,                 2.1608,                 1.2734,                 1.4535,              0.0093466,              0.0093466,              0.0093466
                     69,                 2.0935,                 1.3052,                 1.3753,                0.61332,                0.42732,                0.50121,                0.19379,                 2.2511,                 1.3975,                 1.4874,              0.0093367,              0.0093367,              0.0093367
                     70,                 2.0654,                 1.2815,                 1.3563,                0.58516,                0.42824,                0.48335,                0.19226,                  2.228,                 1.3603,                 1.4846,              0.0093268,              0.0093268,              0.0093268
                     71,                  2.106,                 1.2925,                 1.3509,                 0.5301,                0.47176,                0.47922,                0.19131,                 2.2053,                 1.3534,                 1.4871,              0.0093169,              0.0093169,              0.0093169
                     72,                 2.0562,                 1.2811,                 1.3435,                0.62343,                0.49176,                0.53846,                0.22587,                 2.1458,                  1.271,                 1.4465,               0.009307,               0.009307,               0.009307
                     73,                 2.0568,                 1.2693,                 1.3515,                0.63304,                0.50129,                0.55971,                0.23675,                 2.1298,                 1.2409,                 1.4374,              0.0092971,              0.0092971,              0.0092971
                     74,                 2.0749,                 1.3034,                 1.3693,                0.55072,                0.46118,                0.45712,                0.17234,                 2.3026,                 1.3509,                 1.5494,              0.0092872,              0.0092872,              0.0092872
                     75,                 2.0731,                 1.2936,                 1.3714,                0.59545,                0.47446,                0.50775,                0.20496,                 2.2002,                 1.3091,                 1.4684,              0.0092773,              0.0092773,              0.0092773
                     76,                  2.064,                 1.3053,                 1.3523,                0.61962,                0.50019,                0.53591,                0.20934,                 2.1375,                 1.2794,                 1.4353,              0.0092674,              0.0092674,              0.0092674
                     77,                 2.0435,                 1.2632,                 1.3316,                 0.5952,                0.54706,                0.56392,                0.23721,                 2.0887,                 1.2469,                 1.4164,              0.0092575,              0.0092575,              0.0092575
                     78,                  2.058,                 1.2445,                 1.3449,                0.64051,                0.51882,                0.55705,                0.23336,                 2.0871,                 1.2462,                 1.4208,              0.0092476,              0.0092476,              0.0092476
                     79,                 2.0515,                 1.2544,                 1.3497,                 0.5284,                0.46399,                0.46025,                0.18657,                 2.2247,                 1.4097,                 1.5284,              0.0092377,              0.0092377,              0.0092377
                     80,                 2.0604,                 1.2673,                 1.3388,                0.60945,                0.52235,                0.55038,                 0.2315,                 2.0743,                 1.3204,                 1.4104,              0.0092278,              0.0092278,              0.0092278
                     81,                 2.0193,                 1.2381,                 1.3394,                0.63815,                0.48824,                0.53086,                0.22329,                  2.065,                 1.3979,                 1.4298,              0.0092179,              0.0092179,              0.0092179
                     82,                 2.0252,                 1.2489,                 1.3165,                0.58957,                0.50706,                0.52235,                0.20644,                 2.1727,                 1.3637,                 1.4254,               0.009208,               0.009208,               0.009208
                     83,                 1.9954,                 1.2446,                 1.3231,                0.52435,                0.48706,                0.44965,                0.17881,                 2.1551,                 1.3547,                 1.4804,              0.0091981,              0.0091981,              0.0091981
                     84,                 1.9884,                 1.2536,                 1.3227,                 0.4653,                0.49059,                0.41758,                0.16396,                 2.1721,                 1.4677,                  1.505,              0.0091882,              0.0091882,              0.0091882
                     85,                 1.9768,                 1.2389,                 1.3107,                0.56079,                0.49765,                0.48711,                0.19992,                 2.1721,                 1.3482,                 1.5296,              0.0091783,              0.0091783,              0.0091783
                     86,                  2.037,                 1.2429,                  1.346,                0.59194,                0.50858,                0.54245,                0.21545,                 2.1413,                  1.349,                  1.471,              0.0091684,              0.0091684,              0.0091684
                     87,                 2.0201,                 1.2504,                  1.344,                  0.608,                0.51822,                0.55511,                0.23581,                 2.0574,                 1.3504,                 1.4195,              0.0091585,              0.0091585,              0.0091585
                     88,                  2.018,                 1.2537,                 1.3516,                0.62364,                0.51412,                0.55035,                 0.2319,                 2.0843,                 1.3549,                 1.4316,              0.0091486,              0.0091486,              0.0091486
                     89,                 2.0079,                 1.2467,                 1.3227,                0.63736,                0.49059,                0.53367,                 0.2202,                  2.121,                 1.3432,                 1.4461,              0.0091387,              0.0091387,              0.0091387
                     90,                 2.0467,                 1.2666,                 1.3276,                0.57221,                0.47176,                0.47919,                0.19047,                 2.2256,                 1.3718,                 1.4995,              0.0091288,              0.0091288,              0.0091288
                     91,                 2.0334,                 1.2449,                 1.3373,                0.57791,                0.53412,                0.55552,                0.22636,                 2.1148,                 1.3976,                 1.4124,              0.0091189,              0.0091189,              0.0091189
                     92,                 2.0107,                 1.2274,                 1.3236,                 0.6501,                0.54646,                0.59454,                0.26379,                 1.9924,                 1.2356,                 1.3648,               0.009109,               0.009109,               0.009109
                     93,                 1.9632,                 1.2132,                 1.3224,                0.59741,                0.47059,                0.49343,                0.20429,                  2.191,                 1.4324,                 1.4727,              0.0090991,              0.0090991,              0.0090991
                     94,                 1.9597,                 1.2254,                 1.3051,                0.63418,                0.56941,                0.60553,                0.25538,                 2.0354,                 1.2829,                 1.3557,              0.0090892,              0.0090892,              0.0090892
                     95,                 1.9357,                 1.1991,                 1.2969,                0.61752,                0.47882,                0.52698,                0.21458,                 2.1461,                 1.3772,                 1.4379,              0.0090793,              0.0090793,              0.0090793
                     96,                 1.9453,                  1.201,                 1.3081,                0.49082,                0.44706,                0.39734,                0.16002,                 2.1862,                 1.4151,                 1.5052,              0.0090694,              0.0090694,              0.0090694
                     97,                  1.987,                 1.2125,                 1.3205,                0.35433,                0.47905,                0.27588,                0.10595,                 2.2072,                 1.6051,                 1.5097,              0.0090595,              0.0090595,              0.0090595
                     98,                 1.9373,                 1.2178,                  1.316,                0.42621,                0.51297,                0.34791,                0.14198,                 2.0643,                 1.4504,                 1.4439,              0.0090496,              0.0090496,              0.0090496
                     99,                 1.9529,                 1.1954,                 1.3077,                0.53377,                0.48824,                 0.4496,                0.18868,                 2.0966,                 1.3103,                 1.4361,              0.0090397,              0.0090397,              0.0090397
                    100,                 1.9692,                  1.204,                 1.2978,                0.47747,                0.46706,                0.39887,                0.15706,                 2.1868,                 1.4399,                 1.5171,              0.0090298,              0.0090298,              0.0090298
                    101,                  1.948,                 1.2032,                 1.2949,                0.53948,                0.48787,                0.47253,                0.18578,                 2.2477,                 1.3919,                 1.5407,              0.0090199,              0.0090199,              0.0090199
                    102,                  1.941,                 1.1988,                 1.2929,                0.65234,                0.53529,                0.57036,                0.23866,                 2.1116,                 1.2618,                  1.412,                0.00901,                0.00901,                0.00901
                    103,                 1.9471,                 1.2208,                  1.303,                0.54399,                0.45882,                0.43151,                0.16365,                 2.3036,                  1.438,                 1.5467,              0.0090001,              0.0090001,              0.0090001
                    104,                 1.9438,                 1.1976,                 1.2845,                0.61686,                0.50764,                0.53173,                0.21924,                 2.1534,                 1.2555,                  1.455,              0.0089902,              0.0089902,              0.0089902
                    105,                 1.9285,                   1.18,                 1.3104,                0.63552,                0.54706,                0.59138,                0.25179,                 2.0729,                 1.2025,                 1.4038,              0.0089803,              0.0089803,              0.0089803
                    106,                 1.9162,                 1.1603,                 1.2879,                0.65184,                0.54118,                0.59072,                0.25578,                 2.0833,                 1.2391,                 1.4123,              0.0089704,              0.0089704,              0.0089704
                    107,                 1.9285,                 1.1742,                 1.2879,                0.67427,                0.55281,                0.60234,                0.25442,                 2.0562,                 1.2086,                 1.3882,              0.0089605,              0.0089605,              0.0089605
                    108,                 1.9248,                 1.1679,                 1.2689,                0.63001,                 0.5549,                0.59103,                0.24196,                 2.1275,                  1.254,                 1.3942,              0.0089506,              0.0089506,              0.0089506
                    109,                 1.9402,                 1.1759,                 1.2849,                0.67781,                0.56678,                0.62101,                0.26114,                 2.0546,                 1.1917,                 1.4006,              0.0089407,              0.0089407,              0.0089407
                    110,                 1.9268,                 1.1739,                  1.291,                0.63935,                0.55529,                0.60677,                0.25906,                 2.0441,                 1.2108,                 1.4068,              0.0089308,              0.0089308,              0.0089308
                    111,                 1.9245,                 1.1831,                 1.2958,                0.58111,                0.48118,                0.48844,                0.20694,                 2.1166,                  1.406,                  1.481,              0.0089209,              0.0089209,              0.0089209
                    112,                 1.9439,                 1.1936,                 1.2784,                0.62627,                0.52353,                0.53223,                 0.2243,                  2.094,                  1.284,                 1.4538,               0.008911,               0.008911,               0.008911
                    113,                 1.9104,                 1.1614,                 1.2807,                0.60185,                0.53882,                0.57003,                0.22982,                 2.1681,                 1.2633,                 1.4552,              0.0089011,              0.0089011,              0.0089011
                    114,                 1.9162,                 1.1807,                  1.297,                0.60592,                0.50353,                0.55626,                0.22036,                 2.1617,                 1.3041,                 1.4357,              0.0088912,              0.0088912,              0.0088912
                    115,                 1.8835,                 1.1657,                 1.2786,                0.60376,                0.49059,                0.53717,                0.23342,                 2.1376,                  1.325,                 1.4288,              0.0088813,              0.0088813,              0.0088813
                    116,                 1.8682,                 1.1641,                 1.2763,                0.67965,                0.55765,                0.60618,                0.26869,                 2.0387,                 1.1982,                 1.3817,              0.0088714,              0.0088714,              0.0088714
                    117,                 1.8582,                 1.1474,                 1.2771,                0.66471,                0.57375,                0.61643,                 0.2612,                 2.0339,                 1.1856,                 1.3865,              0.0088615,              0.0088615,              0.0088615
                    118,                 1.9466,                 1.1704,                 1.2935,                0.55788,                0.51059,                0.53251,                 0.2168,                 2.1738,                 1.3841,                 1.4128,              0.0088516,              0.0088516,              0.0088516
                    119,                 1.9348,                 1.1752,                 1.2891,                0.68271,                0.55765,                 0.6075,                0.25685,                 2.0723,                 1.1907,                 1.4104,              0.0088417,              0.0088417,              0.0088417
                    120,                  1.917,                 1.1691,                 1.2787,                0.66971,                0.51412,                0.58606,                0.24709,                 2.0852,                 1.2366,                 1.4155,              0.0088318,              0.0088318,              0.0088318
                    121,                 1.8562,                 1.1367,                  1.269,                0.63346,                0.54471,                0.59295,                0.25461,                  2.069,                 1.2273,                 1.4265,              0.0088219,              0.0088219,              0.0088219
                    122,                 1.8912,                  1.149,                 1.2689,                0.61274,                0.48211,                0.52607,                 0.2179,                 2.2163,                 1.3637,                 1.5191,               0.008812,               0.008812,               0.008812
                    123,                 1.8791,                 1.1534,                 1.2925,                 0.6221,                0.48706,                0.52501,                0.20965,                 2.1933,                 1.2687,                 1.4914,              0.0088021,              0.0088021,              0.0088021
                    124,                 1.9281,                 1.1724,                 1.2952,                0.58518,                0.51529,                 0.5102,                0.21309,                 2.1036,                 1.4476,                 1.4135,              0.0087922,              0.0087922,              0.0087922
                    125,                 1.9138,                 1.1777,                 1.3039,                0.60951,                0.51176,                0.52057,                0.22383,                 2.0747,                 1.3239,                  1.426,              0.0087823,              0.0087823,              0.0087823
                    126,                 1.8762,                 1.1473,                 1.2622,                0.64831,                    0.5,                 0.5448,                0.22906,                 2.0575,                 1.3007,                 1.4297,              0.0087724,              0.0087724,              0.0087724
                    127,                 1.8962,                 1.1559,                  1.276,                0.59087,                0.51765,                0.52282,                0.21935,                 2.1313,                 1.2573,                 1.4985,              0.0087625,              0.0087625,              0.0087625
