                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 2.2646,                 1.4103,                 1.4464,                0.41941,                0.44235,                0.38277,                0.12905,                 2.4997,                 1.7471,                 1.6519,              0.0096634,              0.0096634,              0.0096634
                     37,                 2.2383,                 1.4065,                  1.443,                0.42822,                0.45728,                0.39575,                0.13149,                 2.4571,                 1.5248,                 1.6073,              0.0096535,              0.0096535,              0.0096535
                     38,                 2.2312,                 1.3785,                 1.4386,                0.38704,                0.40824,                0.32596,                0.10303,                 2.6882,                 1.5324,                 1.7094,              0.0096436,              0.0096436,              0.0096436
                     39,                 2.2257,                 1.3654,                 1.4441,                0.46826,                0.47865,                0.41136,                0.14019,                 2.4692,                 1.4992,                  1.611,              0.0096337,              0.0096337,              0.0096337
                     40,                 2.2871,                 1.3968,                 1.4482,                0.46062,                0.42235,                0.38307,                 0.1341,                 2.4384,                 1.6832,                 1.6521,              0.0096238,              0.0096238,              0.0096238
                     41,                 2.2773,                 1.3991,                 1.4386,                0.50549,                0.43882,                0.42205,                0.15222,                 2.3008,                 1.5738,                 1.5559,              0.0096139,              0.0096139,              0.0096139
                     42,                 2.2544,                 1.3691,                 1.4256,                0.43921,                0.45176,                0.40889,                0.14308,                 2.4402,                 1.5144,                 1.6141,               0.009604,               0.009604,               0.009604
                     43,                 2.2085,                 1.3744,                 1.4209,                0.49487,                0.49294,                0.46464,                0.17542,                 2.3023,                 1.4006,                 1.5357,              0.0095941,              0.0095941,              0.0095941
                     44,                 2.1813,                 1.3493,                 1.4012,                0.52733,                0.48706,                 0.4951,                0.19081,                  2.299,                 1.3764,                 1.4974,              0.0095842,              0.0095842,              0.0095842
                     45,                 2.1669,                 1.3354,                 1.4004,                0.57771,                0.50215,                0.50593,                0.19324,                 2.2784,                 1.3673,                 1.5299,              0.0095743,              0.0095743,              0.0095743
                     46,                 2.1396,                 1.3196,                 1.3736,                0.55359,                0.48729,                0.47783,                0.18136,                 2.2696,                 1.4467,                 1.5196,              0.0095644,              0.0095644,              0.0095644
                     47,                 2.1244,                 1.3179,                 1.3793,                0.55839,                0.49536,                0.49541,                0.17671,                 2.3578,                 1.4791,                 1.5621,              0.0095545,              0.0095545,              0.0095545
                     48,                 2.1413,                 1.3131,                 1.3983,                0.48198,                 0.4685,                0.42568,                0.15747,                 2.3801,                 1.5234,                 1.5288,              0.0095446,              0.0095446,              0.0095446
                     49,                 2.0849,                 1.2926,                 1.3663,                  0.529,                0.47647,                0.48014,                0.18026,                 2.2934,                 1.4224,                 1.4945,              0.0095347,              0.0095347,              0.0095347
                     50,                 2.1348,                 1.2954,                 1.3693,                0.49941,                0.41412,                0.40537,                0.14653,                 2.3556,                 1.5256,                 1.5751,              0.0095248,              0.0095248,              0.0095248
                     51,                 2.1142,                  1.289,                 1.3631,                0.55002,                0.46353,                0.47809,                0.17932,                 2.2851,                   1.43,                 1.5258,              0.0095149,              0.0095149,              0.0095149
                     52,                 2.0869,                 1.2713,                 1.3673,                0.48652,                0.52391,                0.47442,                0.18144,                 2.2692,                 1.3761,                 1.5154,               0.009505,               0.009505,               0.009505
                     53,                  2.053,                 1.2727,                 1.3652,                0.52885,                0.44118,                0.42337,                0.15281,                 2.2951,                 1.4569,                 1.5581,              0.0094951,              0.0094951,              0.0094951
                     54,                 2.0414,                 1.2677,                 1.3555,                0.50876,                0.42824,                0.40164,                0.14965,                 2.3175,                 1.4581,                  1.594,              0.0094852,              0.0094852,              0.0094852
                     55,                 2.0932,                 1.2709,                 1.3702,                0.53478,                0.51176,                0.48007,                0.18855,                 2.2521,                 1.4058,                 1.5119,              0.0094753,              0.0094753,              0.0094753
                     56,                  2.109,                 1.2807,                 1.3428,                0.45685,                0.38824,                0.36171,                0.12407,                 2.4655,                  1.597,                 1.6806,              0.0094654,              0.0094654,              0.0094654
                     57,                 2.0797,                 1.2869,                 1.3607,                0.55137,                0.48824,                0.49221,                0.19222,                 2.2466,                 1.4738,                 1.5441,              0.0094555,              0.0094555,              0.0094555
                     58,                 2.0574,                 1.2556,                 1.3572,                0.56629,                0.50471,                0.49562,                0.19335,                 2.2071,                 1.4098,                 1.4817,              0.0094456,              0.0094456,              0.0094456
                     59,                 2.0167,                 1.2346,                 1.3376,                0.25804,                0.29647,                 0.1859,                0.06092,                 2.5959,                 1.9753,                 1.6835,              0.0094357,              0.0094357,              0.0094357
                     60,                 2.0473,                 1.2787,                 1.3608,                0.54328,                0.45901,                0.46041,                0.18052,                 2.2389,                 1.4513,                 1.5304,              0.0094258,              0.0094258,              0.0094258
                     61,                  2.044,                  1.254,                 1.3418,                0.49187,                0.50471,                0.45677,                0.17107,                 2.2759,                 1.5305,                 1.5059,              0.0094159,              0.0094159,              0.0094159
                     62,                 2.0332,                 1.2376,                 1.3445,                0.57767,                0.49765,                0.50625,                0.19892,                 2.1865,                 1.4012,                 1.4839,               0.009406,               0.009406,               0.009406
                     63,                  2.038,                   1.25,                 1.3492,                0.59895,                0.48941,                0.48607,                0.19124,                 2.1976,                 1.3989,                 1.4826,              0.0093961,              0.0093961,              0.0093961
                     64,                 1.9803,                 1.2179,                  1.321,                0.54977,                0.45765,                0.47198,                0.19295,                  2.159,                 1.3937,                 1.4896,              0.0093862,              0.0093862,              0.0093862
                     65,                 1.9953,                 1.2026,                 1.3146,                0.48324,                0.40588,                0.38849,                0.13046,                 2.5694,                 1.4284,                 1.6222,              0.0093763,              0.0093763,              0.0093763
                     66,                 2.0152,                 1.2426,                 1.3326,                0.60522,                   0.52,                0.53661,                0.21525,                 2.1545,                 1.3091,                 1.4721,              0.0093664,              0.0093664,              0.0093664
                     67,                 2.0492,                  1.245,                  1.353,                0.57458,                0.49765,                0.51169,                0.19457,                  2.188,                 1.3528,                 1.4485,              0.0093565,              0.0093565,              0.0093565
                     68,                 1.9894,                 1.2487,                 1.3345,                0.39593,                  0.283,                0.24024,                0.08355,                 2.5303,                 1.7372,                 1.7432,              0.0093466,              0.0093466,              0.0093466
                     69,                 2.0331,                 1.2468,                 1.3317,                0.53511,                0.45294,                0.46448,                0.17992,                 2.2437,                 1.4013,                 1.5031,              0.0093367,              0.0093367,              0.0093367
                     70,                 2.0395,                 1.2438,                 1.3348,                0.58235,                0.51176,                0.52942,                0.19766,                 2.2026,                 1.3459,                 1.4882,              0.0093268,              0.0093268,              0.0093268
                     71,                 2.0459,                  1.234,                 1.3199,                0.58254,                0.51765,                0.54555,                0.22139,                  2.175,                 1.3182,                 1.4257,              0.0093169,              0.0093169,              0.0093169
                     72,                 1.9939,                 1.2293,                 1.3155,                0.62564,                0.52353,                0.55937,                0.22594,                 2.1198,                 1.3059,                  1.445,               0.009307,               0.009307,               0.009307
                     73,                 1.9844,                 1.2046,                 1.2926,                 0.6284,                0.53765,                0.57193,                 0.2381,                 2.1309,                 1.2981,                  1.422,              0.0092971,              0.0092971,              0.0092971
                     74,                 1.9841,                 1.2181,                 1.3069,                0.56718,                0.47882,                 0.5075,                0.21559,                 2.1515,                 1.3126,                 1.4696,              0.0092872,              0.0092872,              0.0092872
                     75,                 1.9457,                 1.2049,                 1.3001,                0.62752,                0.56884,                0.60209,                0.25447,                 2.0571,                 1.1974,                 1.3826,              0.0092773,              0.0092773,              0.0092773
                     76,                 1.8975,                 1.1872,                 1.2914,                0.70083,                0.58118,                0.64183,                 0.2736,                 2.0377,                 1.1347,                 1.4181,              0.0092674,              0.0092674,              0.0092674
                     77,                 1.9487,                 1.1737,                 1.3094,                0.67837,                0.54941,                0.61162,                0.25408,                 2.1126,                 1.2057,                 1.4096,              0.0092575,              0.0092575,              0.0092575
                     78,                 1.9287,                 1.1824,                 1.3008,                0.63755,                0.56941,                0.60285,                0.25793,                 2.0409,                 1.2045,                 1.3668,              0.0092476,              0.0092476,              0.0092476
                     79,                 1.8877,                 1.1682,                 1.2906,                0.63757,                0.56706,                0.59606,                0.25326,                 2.0585,                 1.2091,                 1.3905,              0.0092377,              0.0092377,              0.0092377
                     80,                 1.9329,                 1.1635,                 1.2892,                0.62713,                0.56471,                0.59215,                0.25146,                 2.0718,                 1.2009,                 1.3778,              0.0092278,              0.0092278,              0.0092278
                     81,                 1.9569,                 1.1961,                 1.2965,                0.65057,                0.54539,                0.57921,                0.24474,                 2.0484,                 1.1874,                 1.4257,              0.0092179,              0.0092179,              0.0092179
                     82,                 1.9154,                 1.1697,                 1.2975,                0.56191,                0.50941,                0.48925,                 0.2044,                 2.0448,                 1.3333,                 1.4305,               0.009208,               0.009208,               0.009208
                     83,                 1.9007,                 1.1928,                 1.3095,                0.51748,                0.46824,                0.45607,                0.18498,                 2.1449,                 1.3756,                  1.479,              0.0091981,              0.0091981,              0.0091981
                     84,                 1.9021,                 1.1726,                 1.2874,                0.65813,                 0.5141,                0.55814,                0.23956,                 2.0865,                 1.2532,                 1.4303,              0.0091882,              0.0091882,              0.0091882
                     85,                 1.9306,                 1.1899,                 1.2906,                 0.5996,                0.56235,                0.56408,                0.23748,                 2.0454,                 1.2204,                 1.3989,              0.0091783,              0.0091783,              0.0091783
                     86,                  1.888,                 1.1834,                  1.282,                0.61197,                0.55412,                0.58234,                0.24776,                 2.1062,                 1.2295,                 1.4109,              0.0091684,              0.0091684,              0.0091684
                     87,                   1.92,                 1.1785,                 1.3112,                0.61939,                0.47412,                0.51124,                0.21278,                 2.1767,                 1.3024,                 1.4527,              0.0091585,              0.0091585,              0.0091585
                     88,                  1.891,                 1.1831,                 1.2811,                0.58852,                0.50471,                0.53226,                0.22714,                 2.0989,                 1.3033,                 1.4257,              0.0091486,              0.0091486,              0.0091486
                     89,                 1.8862,                 1.1606,                 1.2664,                0.65287,                0.52588,                0.58023,                0.24604,                 2.1064,                 1.2652,                  1.407,              0.0091387,              0.0091387,              0.0091387
                     90,                 1.9181,                 1.1687,                 1.2883,                0.59257,                0.53412,                 0.5524,                0.22903,                 2.1112,                 1.2524,                 1.4479,              0.0091288,              0.0091288,              0.0091288
                     91,                 1.8975,                 1.1782,                 1.2895,                0.65711,                0.52824,                0.58859,                 0.2421,                 2.1216,                 1.2329,                 1.4258,              0.0091189,              0.0091189,              0.0091189
                     92,                 1.8696,                 1.1564,                 1.2751,                0.61195,                0.58235,                0.59715,                0.24872,                  2.072,                 1.2074,                 1.3843,               0.009109,               0.009109,               0.009109
                     93,                 1.8724,                  1.148,                 1.2775,                0.66141,                0.54471,                0.60251,                0.25063,                 2.1146,                 1.1989,                 1.4263,              0.0090991,              0.0090991,              0.0090991
                     94,                 1.8555,                 1.1506,                 1.2742,                0.66147,                0.53412,                0.59297,                0.25504,                 2.0781,                 1.2512,                 1.4006,              0.0090892,              0.0090892,              0.0090892
                     95,                 1.8033,                 1.1143,                 1.2656,                0.56066,                   0.48,                0.50638,                0.20034,                 2.3454,                 1.3878,                  1.512,              0.0090793,              0.0090793,              0.0090793
                     96,                  1.844,                 1.1301,                 1.2635,                0.63836,                0.45412,                0.53539,                0.21019,                 2.2333,                 1.3357,                   1.47,              0.0090694,              0.0090694,              0.0090694
                     97,                 1.8356,                 1.1329,                 1.2582,                0.62657,                0.53297,                0.57284,                0.23173,                 2.1379,                  1.239,                   1.43,              0.0090595,              0.0090595,              0.0090595
                     98,                 1.8532,                 1.1221,                 1.2797,                0.58241,                0.49552,                0.52026,                0.20039,                 2.2606,                 1.3201,                  1.501,              0.0090496,              0.0090496,              0.0090496
                     99,                 1.8598,                 1.1261,                 1.2683,                0.64225,                0.56588,                0.60185,                0.23857,                 2.1674,                 1.2461,                 1.4562,              0.0090397,              0.0090397,              0.0090397
                    100,                 1.8933,                 1.1378,                 1.2871,                0.61184,                0.47176,                0.51654,                0.20333,                  2.193,                  1.323,                 1.5077,              0.0090298,              0.0090298,              0.0090298
                    101,                 1.8646,                 1.1381,                 1.2677,                0.64313,                0.55059,                0.59753,                0.24875,                 2.0793,                 1.1997,                 1.4193,              0.0090199,              0.0090199,              0.0090199
                    102,                 1.8652,                  1.127,                 1.2821,                0.65099,                0.52353,                0.59878,                0.26009,                 2.0619,                 1.2068,                 1.4343,                0.00901,                0.00901,                0.00901
                    103,                 1.8678,                 1.1368,                  1.274,                 0.6126,                0.50824,                0.55375,                0.23688,                 2.0722,                 1.2991,                 1.4377,              0.0090001,              0.0090001,              0.0090001
                    104,                 1.8678,                 1.1311,                 1.2561,                 0.6796,                0.50471,                0.57603,                0.24465,                 2.0884,                 1.2358,                 1.4162,              0.0089902,              0.0089902,              0.0089902
                    105,                 1.8547,                 1.1367,                  1.271,                0.66584,                0.51176,                 0.5722,                0.23972,                 2.0624,                 1.2805,                 1.3997,              0.0089803,              0.0089803,              0.0089803
                    106,                 1.8209,                 1.1234,                 1.2622,                0.65029,                0.54471,                0.61038,                 0.2588,                 2.0818,                 1.2329,                 1.3711,              0.0089704,              0.0089704,              0.0089704
                    107,                 1.8482,                 1.1328,                 1.2308,                0.69932,                0.54725,                0.62982,                0.28004,                 2.0217,                 1.2198,                 1.3607,              0.0089605,              0.0089605,              0.0089605
                    108,                 1.8653,                 1.1288,                  1.271,                0.64064,                0.54824,                0.60379,                0.25442,                 2.1192,                 1.2036,                  1.433,              0.0089506,              0.0089506,              0.0089506
                    109,                 1.8358,                 1.1264,                 1.2626,                 0.6891,                0.60118,                0.66525,                0.29211,                 1.9524,                  1.146,                  1.352,              0.0089407,              0.0089407,              0.0089407
                    110,                  1.812,                 1.1255,                 1.2522,                0.68589,                0.59412,                0.64804,                0.27897,                 2.0322,                 1.1668,                 1.3777,              0.0089308,              0.0089308,              0.0089308
                    111,                 1.8391,                 1.1245,                 1.2554,                0.68231,                0.60588,                0.66287,                0.29084,                 1.9937,                 1.1175,                 1.3597,              0.0089209,              0.0089209,              0.0089209
                    112,                 1.7913,                 1.0881,                 1.2385,                0.63567,                0.57765,                0.62668,                0.26457,                 2.0581,                 1.1741,                 1.3531,               0.008911,               0.008911,               0.008911
                    113,                 1.7758,                 1.0821,                 1.2346,                0.64336,                0.58152,                0.63942,                0.27489,                 2.0571,                 1.1595,                 1.3875,              0.0089011,              0.0089011,              0.0089011
                    114,                 1.8101,                 1.0816,                 1.2324,                0.65367,                0.54941,                0.58925,                0.24455,                 2.1617,                 1.2235,                 1.4482,              0.0088912,              0.0088912,              0.0088912
                    115,                    1.8,                 1.0997,                 1.2461,                0.71242,                0.58579,                0.66134,                0.29558,                 1.9815,                 1.1171,                 1.3688,              0.0088813,              0.0088813,              0.0088813
                    116,                 1.8135,                 1.0959,                 1.2503,                0.66536,                0.55882,                0.62183,                0.26467,                 2.0804,                  1.182,                 1.3922,              0.0088714,              0.0088714,              0.0088714
                    117,                 1.7925,                 1.1014,                 1.2515,                0.66286,                0.60824,                0.65219,                0.27949,                 1.9809,                 1.1543,                 1.3657,              0.0088615,              0.0088615,              0.0088615
                    118,                   1.77,                 1.0872,                 1.2353,                0.70278,                0.61755,                0.66674,                0.30866,                 1.8974,                 1.0925,                 1.3283,              0.0088516,              0.0088516,              0.0088516
                    119,                 1.8379,                 1.0941,                  1.246,                0.66937,                0.59647,                0.64427,                0.29513,                  1.943,                 1.1422,                 1.3437,              0.0088417,              0.0088417,              0.0088417
                    120,                 1.8366,                 1.1158,                  1.251,                0.67566,                0.53294,                 0.5828,                0.25236,                 2.0285,                 1.2034,                 1.3872,              0.0088318,              0.0088318,              0.0088318
                    121,                 1.8051,                 1.0757,                 1.2367,                0.69923,                0.59765,                0.66501,                0.30349,                 1.8867,                 1.1812,                 1.3167,              0.0088219,              0.0088219,              0.0088219
                    122,                 1.7965,                 1.0874,                 1.2308,                0.66345,                0.57294,                0.60037,                0.26512,                 1.9559,                 1.2411,                 1.3535,               0.008812,               0.008812,               0.008812
                    123,                 1.7622,                 1.0871,                 1.2195,                0.63105,                0.55294,                0.58924,                0.25646,                 2.0008,                 1.2131,                 1.3998,              0.0088021,              0.0088021,              0.0088021
                    124,                 1.7636,                 1.0885,                 1.2375,                0.63574,                0.53591,                0.57223,                0.24346,                 2.1173,                 1.1781,                 1.4671,              0.0087922,              0.0087922,              0.0087922
                    125,                 1.7633,                 1.0635,                 1.2408,                 0.6681,                0.60706,                0.64652,                 0.2851,                 1.9927,                 1.1426,                 1.3693,              0.0087823,              0.0087823,              0.0087823
                    126,                 1.8035,                 1.0878,                 1.2406,                0.66427,                0.59647,                0.63928,                0.27311,                 2.0182,                  1.145,                 1.3935,              0.0087724,              0.0087724,              0.0087724
                    127,                 1.8096,                 1.0756,                 1.2509,                0.68518,                0.56587,                0.63694,                0.28171,                 2.0084,                 1.1306,                   1.37,              0.0087625,              0.0087625,              0.0087625
                    128,                 1.7571,                  1.065,                 1.2229,                0.64719,                0.58941,                0.62267,                0.25704,                 2.0762,                 1.2243,                 1.3998,              0.0087526,              0.0087526,              0.0087526
                    129,                  1.751,                 1.0623,                 1.2224,                0.68354,                0.62005,                0.67533,                0.29806,                 1.9625,                 1.1358,                 1.3414,              0.0087427,              0.0087427,              0.0087427
                    130,                 1.7563,                 1.0489,                 1.2204,                0.71016,                0.61399,                0.66639,                0.30326,                 1.9255,                 1.0975,                   1.34,              0.0087328,              0.0087328,              0.0087328
                    131,                 1.7834,                 1.0597,                 1.2303,                0.67244,                0.58353,                0.63358,                0.27675,                  1.984,                 1.1542,                 1.3448,              0.0087229,              0.0087229,              0.0087229
                    132,                 1.8034,                 1.0655,                 1.2342,                0.69898,                0.58824,                0.65452,                  0.292,                 1.9625,                 1.1366,                 1.3625,               0.008713,               0.008713,               0.008713
                    133,                 1.7723,                 1.0614,                 1.2387,                 0.7136,                0.57882,                0.66218,                0.29621,                 1.9592,                 1.1283,                 1.3486,              0.0087031,              0.0087031,              0.0087031
                    134,                 1.7424,                 1.0505,                 1.2218,                0.71086,                0.54665,                0.63146,                0.28591,                  1.934,                 1.1533,                 1.3343,              0.0086932,              0.0086932,              0.0086932
                    135,                 1.7837,                  1.073,                 1.2125,                0.68511,                0.58471,                0.63657,                0.28638,                 1.9881,                 1.2039,                 1.3429,              0.0086833,              0.0086833,              0.0086833
                    136,                 1.8252,                  1.058,                 1.2296,                0.64087,                0.52471,                0.58866,                0.24618,                 2.1629,                 1.2164,                 1.4382,              0.0086734,              0.0086734,              0.0086734
                    137,                 1.7587,                 1.0538,                 1.2301,                0.63745,                0.59367,                0.64462,                0.28314,                   2.02,                 1.1471,                 1.3835,              0.0086635,              0.0086635,              0.0086635
                    138,                  1.768,                 1.0784,                 1.2319,                0.67048,                0.56971,                0.63379,                0.27974,                 2.0115,                  1.149,                 1.3849,              0.0086536,              0.0086536,              0.0086536
                    139,                 1.7282,                 1.0532,                 1.2255,                0.73146,                0.60567,                0.67082,                0.29814,                 1.9544,                 1.0775,                 1.3681,              0.0086437,              0.0086437,              0.0086437
                    140,                 1.7295,                 1.0408,                 1.2161,                0.65991,                0.54332,                0.60395,                0.26977,                 2.0668,                 1.1549,                 1.4004,              0.0086338,              0.0086338,              0.0086338
                    141,                 1.7331,                 1.0385,                 1.2075,                0.67255,                0.55819,                 0.6071,                 0.2638,                 2.0255,                 1.1453,                  1.413,              0.0086239,              0.0086239,              0.0086239
                    142,                 1.7363,                 1.0499,                 1.2303,                0.64475,                0.54471,                0.58183,                0.25211,                  2.057,                 1.2304,                 1.4121,               0.008614,               0.008614,               0.008614
                    143,                 1.7677,                 1.0423,                 1.2223,                0.64919,                   0.52,                0.60353,                0.27835,                 1.9586,                 1.2482,                 1.3473,              0.0086041,              0.0086041,              0.0086041
                    144,                 1.7375,                 1.0313,                 1.2123,                0.67145,                0.51693,                0.58247,                0.26894,                 1.9464,                 1.2115,                 1.3721,              0.0085942,              0.0085942,              0.0085942
                    145,                 1.7456,                 1.0415,                 1.2194,                0.70528,                0.57882,                0.63493,                0.29207,                 1.9792,                 1.1285,                 1.3705,              0.0085843,              0.0085843,              0.0085843
                    146,                 1.7234,                 1.0219,                 1.2011,                0.73549,                0.63463,                 0.6845,                0.31828,                 1.8899,                 1.0565,                 1.3358,              0.0085744,              0.0085744,              0.0085744
                    147,                 1.7093,                  1.035,                 1.2026,                0.69249,                0.59412,                 0.6576,                0.30387,                 1.9245,                 1.0989,                 1.3276,              0.0085645,              0.0085645,              0.0085645
                    148,                 1.7303,                 1.0504,                 1.2138,                0.74599,                0.58941,                0.66674,                0.30142,                 1.9234,                 1.1027,                 1.3419,              0.0085546,              0.0085546,              0.0085546
                    149,                 1.7144,                   1.03,                 1.2079,                0.72081,                0.60471,                0.67574,                0.31286,                 1.9173,                 1.0717,                 1.3364,              0.0085447,              0.0085447,              0.0085447
                    150,                 1.7426,                 1.0297,                 1.2235,                0.73726,                0.59752,                0.66382,                0.30725,                 1.9341,                 1.0613,                 1.3671,              0.0085348,              0.0085348,              0.0085348
                    151,                   1.73,                 1.0154,                 1.2141,                0.71998,                0.60824,                0.66622,                0.31785,                 1.8907,                 1.0865,                 1.3356,              0.0085249,              0.0085249,              0.0085249
                    152,                 1.7168,                 1.0212,                 1.2097,                0.70951,                0.57294,                0.63466,                0.29272,                 1.9315,                 1.1004,                  1.379,               0.008515,               0.008515,               0.008515
