                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                 1.8396,                 1.2931,                  1.482,                0.67467,                0.58706,                0.64445,                0.29643,                 1.8407,                 1.4029,                 1.5742,               0.008284,               0.008284,               0.008284
                     55,                 1.8386,                 1.2952,                 1.4974,                 0.6519,                0.59765,                0.63941,                0.29631,                 1.7947,                 1.4368,                 1.5523,               0.008251,               0.008251,               0.008251
                     56,                 1.7814,                 1.3272,                 1.4992,                0.56142,                0.39882,                0.46277,                0.20432,                  1.939,                 1.7723,                 1.6246,               0.008218,               0.008218,               0.008218
                     57,                 1.7968,                 1.3205,                 1.4869,                0.66884,                0.56235,                0.62984,                0.28425,                  1.838,                 1.4257,                 1.5487,               0.008185,               0.008185,               0.008185
                     58,                 1.7901,                 1.2988,                 1.4968,                0.60348,                0.50852,                 0.5487,                0.23104,                 1.9123,                  1.615,                 1.6604,               0.008152,               0.008152,               0.008152
                     59,                  1.788,                 1.2878,                 1.4811,                 0.6515,                0.63059,                0.66032,                 0.3094,                 1.8207,                 1.3738,                 1.5694,               0.008119,               0.008119,               0.008119
                     60,                  1.787,                 1.2705,                 1.4698,                0.65697,                 0.5723,                0.61642,                0.27703,                 1.8738,                 1.4839,                 1.6244,               0.008086,               0.008086,               0.008086
                     61,                 1.7782,                 1.2554,                 1.4665,                0.64418,                0.63765,                0.65928,                0.30989,                 1.8148,                  1.383,                 1.5751,               0.008053,               0.008053,               0.008053
                     62,                 1.7661,                 1.2504,                 1.4703,                0.67353,                0.60824,                0.63601,                 0.2969,                 1.8243,                 1.4112,                 1.5487,                0.00802,                0.00802,                0.00802
                     63,                 1.7712,                 1.2826,                 1.4671,                0.68475,                0.54824,                0.61779,                0.28144,                 1.8552,                 1.4471,                 1.5938,               0.007987,               0.007987,               0.007987
                     64,                 1.7453,                 1.2214,                 1.4558,                0.69675,                0.61176,                0.66795,                0.31831,                  1.789,                 1.3589,                 1.5493,               0.007954,               0.007954,               0.007954
                     65,                 1.7518,                 1.2285,                 1.4619,                0.66604,                0.57529,                0.64504,                0.29301,                  1.874,                 1.4157,                  1.622,               0.007921,               0.007921,               0.007921
                     66,                 1.7442,                 1.2434,                 1.4373,                 0.6684,                0.57861,                0.65299,                0.30786,                 1.8277,                 1.3496,                 1.5874,               0.007888,               0.007888,               0.007888
                     67,                 1.7309,                  1.252,                 1.4467,                0.69615,                0.59176,                0.65035,                 0.3032,                 1.8212,                 1.4108,                 1.5792,               0.007855,               0.007855,               0.007855
                     68,                 1.7559,                 1.2354,                 1.4536,                0.65431,                 0.5745,                0.62081,                0.28882,                 1.8256,                 1.4386,                 1.5734,               0.007822,               0.007822,               0.007822
                     69,                 1.7029,                 1.2218,                 1.4333,                 0.6985,                0.62824,                0.69161,                 0.3239,                 1.7868,                 1.3246,                 1.5506,               0.007789,               0.007789,               0.007789
                     70,                 1.7406,                 1.1915,                 1.4236,                0.63225,                0.60273,                0.62209,                0.28126,                 1.8331,                 1.3889,                 1.5915,               0.007756,               0.007756,               0.007756
                     71,                 1.7374,                 1.2252,                 1.4369,                0.66445,                0.60824,                0.65316,                   0.31,                 1.7814,                 1.3518,                 1.5574,               0.007723,               0.007723,               0.007723
                     72,                  1.699,                 1.1983,                 1.4199,                0.65328,                0.54588,                0.60267,                0.27249,                 1.8994,                 1.4265,                 1.5868,                0.00769,                0.00769,                0.00769
                     73,                 1.6882,                 1.1892,                 1.4304,                0.63458,                   0.58,                 0.6202,                0.27886,                 1.9076,                 1.4176,                 1.5826,               0.007657,               0.007657,               0.007657
                     74,                  1.677,                  1.174,                 1.4142,                0.66134,                0.58353,                0.63351,                0.30396,                 1.8555,                 1.3779,                 1.5999,               0.007624,               0.007624,               0.007624
                     75,                 1.7007,                 1.1807,                  1.421,                0.69188,                0.53529,                0.62604,                0.29743,                  1.874,                 1.4745,                 1.6282,               0.007591,               0.007591,               0.007591
                     76,                 1.6932,                 1.1904,                   1.43,                0.65542,                0.55882,                0.61057,                0.28164,                 1.8485,                 1.4212,                 1.5956,               0.007558,               0.007558,               0.007558
                     77,                 1.6893,                 1.1894,                 1.4227,                0.68162,                 0.5642,                0.64315,                0.28446,                 1.8922,                 1.3479,                 1.5861,               0.007525,               0.007525,               0.007525
                     78,                 1.6785,                 1.1542,                 1.3967,                0.72429,                0.64118,                0.70377,                0.34685,                  1.762,                 1.2761,                 1.5261,               0.007492,               0.007492,               0.007492
                     79,                 1.6608,                 1.1504,                 1.3958,                0.70855,                0.62941,                0.68206,                0.31761,                 1.8335,                 1.3094,                 1.6002,               0.007459,               0.007459,               0.007459
                     80,                 1.6617,                 1.1712,                 1.4281,                0.60623,                   0.58,                0.61706,                0.29131,                 1.8045,                 1.3947,                 1.5312,               0.007426,               0.007426,               0.007426
                     81,                 1.6353,                 1.1672,                 1.3999,                0.61175,                0.52941,                0.57446,                0.25288,                 1.8997,                 1.4796,                 1.5972,               0.007393,               0.007393,               0.007393
                     82,                 1.6562,                 1.1468,                   1.39,                0.63269,                0.57176,                0.62027,                 0.2839,                 1.9087,                  1.412,                    1.6,                0.00736,                0.00736,                0.00736
                     83,                 1.6451,                 1.1398,                 1.3932,                0.65956,                0.59034,                0.62437,                0.28535,                 1.8943,                  1.356,                 1.5831,               0.007327,               0.007327,               0.007327
                     84,                 1.6463,                  1.151,                 1.4119,                0.62162,                0.51798,                0.56795,                0.25901,                 1.8766,                 1.5683,                 1.5608,               0.007294,               0.007294,               0.007294
                     85,                 1.6061,                 1.1385,                 1.3815,                0.68047,                0.56353,                 0.6353,                0.29733,                 1.8011,                 1.3932,                  1.509,               0.007261,               0.007261,               0.007261
                     86,                 1.6305,                 1.1324,                 1.3885,                0.71252,                0.63274,                0.69833,                0.34328,                 1.7313,                 1.2726,                 1.4908,               0.007228,               0.007228,               0.007228
                     87,                 1.6646,                 1.1516,                 1.4019,                0.71975,                0.61638,                0.70576,                0.35651,                 1.6945,                 1.2574,                   1.49,               0.007195,               0.007195,               0.007195
                     88,                 1.6459,                  1.138,                 1.3931,                0.65207,                0.58471,                0.63691,                0.27617,                 1.9158,                 1.4168,                 1.6044,               0.007162,               0.007162,               0.007162
                     89,                 1.6508,                 1.1411,                 1.3954,                0.66927,                0.58588,                 0.6477,                0.30579,                 1.7894,                 1.3495,                 1.5308,               0.007129,               0.007129,               0.007129
                     90,                 1.6193,                 1.1263,                 1.3776,                0.70919,                0.61882,                0.68349,                0.32926,                  1.759,                 1.2985,                 1.5057,               0.007096,               0.007096,               0.007096
                     91,                 1.6019,                 1.1182,                  1.371,                 0.7114,                0.57131,                0.66813,                 0.3184,                 1.7633,                 1.3595,                  1.523,               0.007063,               0.007063,               0.007063
                     92,                  1.588,                 1.0997,                 1.3715,                0.73775,                0.62353,                0.70742,                0.35679,                  1.735,                 1.2664,                 1.5052,                0.00703,                0.00703,                0.00703
                     93,                 1.6005,                 1.1023,                 1.3685,                0.67699,                0.58941,                0.65151,                0.29868,                 1.9231,                 1.4635,                 1.5572,               0.006997,               0.006997,               0.006997
                     94,                 1.6702,                 1.1348,                 1.3858,                0.68784,                 0.5807,                0.66299,                0.32274,                 1.7876,                 1.3419,                  1.508,               0.006964,               0.006964,               0.006964
                     95,                 1.6601,                 1.1257,                   1.39,                0.68849,                0.61176,                0.66185,                0.30736,                   1.88,                 1.3537,                 1.5732,               0.006931,               0.006931,               0.006931
                     96,                 1.6283,                 1.1246,                 1.3834,                 0.7066,                0.62706,                0.67982,                0.31007,                 1.8159,                 1.3248,                 1.5434,               0.006898,               0.006898,               0.006898
                     97,                 1.5719,                 1.0853,                 1.3489,                0.73153,                0.61869,                0.71232,                0.35079,                 1.7511,                 1.2289,                 1.5431,               0.006865,               0.006865,               0.006865
                     98,                 1.6319,                 1.1072,                 1.3818,                0.54885,                0.53059,                0.52937,                 0.2324,                 1.9951,                 1.5493,                 1.6952,               0.006832,               0.006832,               0.006832
                     99,                 1.5478,                 1.0725,                 1.3377,                0.75532,                0.62103,                0.71889,                0.35863,                  1.698,                 1.2889,                 1.4912,               0.006799,               0.006799,               0.006799
                    100,                 1.5752,                 1.0813,                 1.3498,                0.59873,                0.54588,                0.57795,                 0.2736,                  1.911,                 1.3772,                 1.6184,               0.006766,               0.006766,               0.006766
                    101,                 1.5845,                 1.0628,                 1.3417,                0.68267,                0.65044,                0.70201,                0.35854,                 1.7677,                 1.2675,                 1.5191,               0.006733,               0.006733,               0.006733
                    102,                 1.5683,                 1.0813,                 1.3315,                0.62171,                0.62824,                0.55246,                0.27584,                 1.7102,                 1.3069,                  1.482,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.5922,                 1.0686,                 1.3566,                0.58562,                0.60118,                0.52098,                0.24322,                 1.7975,                  1.356,                   1.55,               0.006667,               0.006667,               0.006667
                    104,                 1.5578,                 1.0541,                 1.3476,                0.70776,                0.64588,                0.69764,                0.35312,                 1.6735,                 1.2297,                 1.4525,               0.006634,               0.006634,               0.006634
                    105,                 1.5859,                  1.058,                  1.346,                0.69879,                0.63647,                0.68626,                0.33916,                 1.7574,                 1.2616,                 1.5184,               0.006601,               0.006601,               0.006601
                    106,                 1.5924,                 1.0538,                  1.355,                0.66805,                0.62269,                0.67003,                0.32077,                 1.8111,                 1.2721,                 1.5603,               0.006568,               0.006568,               0.006568
                    107,                  1.558,                 1.0605,                 1.3372,                0.68135,                0.55529,                0.62989,                0.30574,                 1.7621,                 1.3852,                 1.5412,               0.006535,               0.006535,               0.006535
                    108,                 1.5514,                 1.0489,                 1.3191,                0.67989,                0.60118,                0.65719,                0.31074,                 1.8456,                 1.3211,                 1.5913,               0.006502,               0.006502,               0.006502
                    109,                 1.5361,                 1.0421,                 1.3391,                0.68699,                0.59905,                0.65665,                0.31191,                 1.8603,                 1.3003,                 1.5909,               0.006469,               0.006469,               0.006469
                    110,                 1.5643,                 1.0531,                 1.3326,                0.59702,                0.53059,                0.53637,                0.22705,                 2.1042,                 1.4974,                 1.7636,               0.006436,               0.006436,               0.006436
                    111,                 1.5741,                 1.0634,                 1.3403,                0.74073,                0.62853,                0.72234,                0.36507,                 1.7559,                 1.1953,                 1.5114,               0.006403,               0.006403,               0.006403
                    112,                 1.5158,                 1.0345,                 1.3168,                0.68788,                0.53647,                0.60886,                0.29432,                 1.8604,                 1.3819,                 1.5662,                0.00637,                0.00637,                0.00637
                    113,                 1.5186,                 1.0277,                 1.3157,                0.70173,                0.61765,                 0.6752,                0.33535,                 1.8052,                 1.3375,                 1.5427,               0.006337,               0.006337,               0.006337
                    114,                 1.5143,                 1.0041,                 1.3292,                0.72704,                0.63882,                0.71742,                0.35919,                 1.7804,                 1.2625,                 1.5322,               0.006304,               0.006304,               0.006304
                    115,                 1.5365,                 1.0349,                 1.3332,                 0.6898,                0.57059,                0.65277,                 0.3165,                 1.8367,                 1.3701,                 1.5361,               0.006271,               0.006271,               0.006271
                    116,                 1.5686,                 1.0525,                 1.3384,                0.68454,                0.56118,                0.63543,                0.30267,                 1.8907,                 1.2936,                 1.5924,               0.006238,               0.006238,               0.006238
                    117,                 1.5647,                 1.0512,                 1.3429,                0.79058,                0.61734,                0.71656,                0.36639,                  1.686,                 1.2171,                 1.4704,               0.006205,               0.006205,               0.006205
                    118,                  1.601,                 1.0564,                 1.3351,                0.66114,                0.57614,                0.61448,                0.26976,                 1.9555,                 1.3698,                 1.6429,               0.006172,               0.006172,               0.006172
                    119,                 1.6096,                 1.0592,                 1.3606,                0.76346,                0.58477,                0.67658,                0.31876,                 1.8426,                  1.387,                 1.5687,               0.006139,               0.006139,               0.006139
                    120,                 1.5766,                 1.0429,                 1.3397,                0.61592,                0.54588,                0.57877,                0.25737,                 1.9677,                 1.4227,                 1.6148,               0.006106,               0.006106,               0.006106
                    121,                 1.5573,                 1.0331,                 1.3253,                0.72637,                0.59294,                0.67959,                0.33997,                 1.7205,                  1.302,                 1.4823,               0.006073,               0.006073,               0.006073
                    122,                 1.5271,                 1.0259,                 1.3096,                0.69277,                0.67412,                0.73018,                0.37511,                 1.6561,                   1.18,                 1.4637,                0.00604,                0.00604,                0.00604
                    123,                 1.5262,                 1.0089,                 1.3296,                0.72001,                 0.6565,                 0.7234,                0.34204,                 1.8001,                 1.1914,                 1.5732,               0.006007,               0.006007,               0.006007
                    124,                 1.5505,                 1.0167,                 1.3313,                0.70851,                0.64914,                0.71612,                 0.3526,                 1.7415,                 1.1908,                 1.5209,               0.005974,               0.005974,               0.005974
                    125,                 1.5372,                 1.0126,                 1.3078,                0.73631,                 0.6603,                 0.7308,                0.37244,                 1.6535,                 1.2053,                 1.4486,               0.005941,               0.005941,               0.005941
                    126,                 1.5279,                 1.0306,                 1.3277,                0.69275,                0.57825,                0.63551,                0.31152,                 1.7906,                 1.3778,                 1.5328,               0.005908,               0.005908,               0.005908
                    127,                 1.5211,                 1.0257,                 1.3142,                0.65782,                0.63529,                0.67883,                0.34185,                 1.7126,                 1.2937,                 1.5062,               0.005875,               0.005875,               0.005875
                    128,                 1.4999,                 1.0099,                 1.3043,                0.68171,                0.57199,                0.62665,                 0.2878,                 1.8642,                 1.4114,                  1.573,               0.005842,               0.005842,               0.005842
                    129,                 1.5282,                 1.0035,                 1.3096,                0.68013,                0.59176,                0.65173,                0.31607,                 1.7758,                 1.3279,                 1.5453,               0.005809,               0.005809,               0.005809
                    130,                  1.513,                      1,                 1.3109,                0.71794,                0.56941,                0.65738,                0.32269,                 1.7441,                 1.3251,                 1.5131,               0.005776,               0.005776,               0.005776
                    131,                 1.5527,                 1.0213,                 1.3354,                0.68387,                0.58536,                0.66022,                0.32463,                 1.7003,                  1.324,                 1.5149,               0.005743,               0.005743,               0.005743
                    132,                 1.4855,                0.97427,                  1.297,                0.70082,                0.62353,                0.70013,                0.34834,                 1.7187,                  1.219,                 1.5176,                0.00571,                0.00571,                0.00571
                    133,                 1.5187,                0.99496,                 1.3156,                0.73544,                0.60176,                0.68312,                 0.3319,                  1.799,                  1.269,                 1.5549,               0.005677,               0.005677,               0.005677
                    134,                  1.494,                0.98085,                 1.3028,                0.74305,                0.65294,                0.73686,                0.36547,                 1.7267,                 1.1924,                 1.5044,               0.005644,               0.005644,               0.005644
                    135,                 1.4816,                0.95847,                 1.2705,                0.74369,                0.67246,                 0.7305,                0.37524,                 1.6947,                 1.1804,                 1.4997,               0.005611,               0.005611,               0.005611
                    136,                 1.4932,                0.97447,                  1.291,                0.70328,                0.66364,                0.71923,                0.36238,                 1.7194,                 1.1994,                 1.4917,               0.005578,               0.005578,               0.005578
                    137,                 1.4926,                0.96639,                 1.2918,                0.78362,                0.64118,                 0.7335,                0.37902,                 1.6961,                 1.1471,                 1.4842,               0.005545,               0.005545,               0.005545
                    138,                 1.4817,                0.95662,                 1.2917,                0.75517,                0.62414,                0.72358,                0.35148,                 1.7916,                 1.1772,                 1.5359,               0.005512,               0.005512,               0.005512
                    139,                 1.4321,                0.93775,                 1.2525,                0.76997,                0.60646,                0.71771,                0.35416,                 1.7426,                 1.1993,                 1.5167,               0.005479,               0.005479,               0.005479
                    140,                 1.4514,                0.93705,                 1.2731,                 0.7395,                0.64471,                0.73299,                0.35393,                 1.7859,                 1.1395,                 1.5512,               0.005446,               0.005446,               0.005446
                    141,                 1.4827,                0.95492,                 1.2935,                0.76746,                0.64941,                0.74352,                 0.3856,                 1.6918,                 1.1329,                 1.4821,               0.005413,               0.005413,               0.005413
                    142,                 1.4402,                 0.9486,                 1.2753,                0.76013,                0.67176,                0.73922,                0.37722,                 1.6961,                 1.1359,                 1.4714,                0.00538,                0.00538,                0.00538
                    143,                 1.4225,                0.93106,                   1.27,                0.76337,                0.70588,                0.77044,                 0.4106,                 1.6222,                 1.0784,                 1.4252,               0.005347,               0.005347,               0.005347
                    144,                 1.4535,                 0.9366,                 1.2651,                0.75455,                0.69079,                0.75817,                0.40475,                 1.6047,                  1.107,                 1.4324,               0.005314,               0.005314,               0.005314
                    145,                 1.4546,                0.95729,                 1.2738,                0.80537,                0.67059,                0.77524,                0.41579,                 1.6061,                 1.0836,                 1.4258,               0.005281,               0.005281,               0.005281
                    146,                 1.4431,                 0.9399,                 1.2564,                0.71958,                0.70944,                  0.758,                 0.3975,                 1.6643,                 1.0847,                  1.479,               0.005248,               0.005248,               0.005248
                    147,                 1.4616,                0.95029,                  1.268,                0.73674,                0.67823,                0.73335,                0.38041,                  1.609,                  1.151,                 1.4425,               0.005215,               0.005215,               0.005215
                    148,                 1.4578,                0.95775,                 1.2781,                0.74938,                0.69652,                0.76975,                0.40813,                 1.6111,                 1.0834,                 1.4252,               0.005182,               0.005182,               0.005182
                    149,                 1.4767,                0.96114,                 1.2866,                0.75628,                0.71916,                0.76949,                0.39851,                 1.6321,                 1.1052,                 1.4284,               0.005149,               0.005149,               0.005149
                    150,                 1.4835,                0.95498,                 1.2778,                0.77199,                0.71059,                0.78124,                0.39573,                 1.6549,                 1.0822,                 1.4496,               0.005116,               0.005116,               0.005116
                    151,                 1.4734,                0.95723,                 1.2675,                0.78127,                0.69765,                0.77732,                0.41334,                  1.603,                 1.0694,                 1.4376,               0.005083,               0.005083,               0.005083
                    152,                 1.4462,                0.93504,                 1.2725,                0.76684,                0.70471,                0.77404,                0.41681,                  1.606,                 1.0665,                 1.4296,                0.00505,                0.00505,                0.00505
                    153,                 1.4443,                 0.9327,                 1.2704,                0.78775,                0.68553,                0.78312,                0.41902,                 1.5971,                 1.0753,                 1.4222,               0.005017,               0.005017,               0.005017
                    154,                 1.4136,                0.90238,                 1.2451,                0.78111,                0.71059,                0.80021,                  0.426,                 1.5712,                  1.054,                 1.3888,               0.004984,               0.004984,               0.004984
                    155,                  1.418,                0.90968,                 1.2536,                0.76578,                0.70118,                0.77771,                0.41132,                 1.5877,                 1.0916,                 1.3829,               0.004951,               0.004951,               0.004951
                    156,                  1.428,                0.89469,                 1.2512,                0.79902,                0.67059,                0.76967,                0.40073,                 1.6043,                 1.1107,                 1.4081,               0.004918,               0.004918,               0.004918
