                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                 1.9143,                 1.3114,                  1.752,                0.70257,                0.61412,                0.68424,                0.31007,                 1.8353,                 1.3475,                 1.8897,               0.007921,               0.007921,               0.007921
                     66,                  1.932,                 1.3108,                   1.75,                0.64262,                0.56905,                0.61934,                0.26761,                 1.9466,                 1.3875,                 1.9592,               0.007888,               0.007888,               0.007888
                     67,                 1.9097,                 1.3185,                  1.747,                0.69798,                0.61765,                0.66707,                0.30345,                 1.8365,                 1.3413,                 1.8824,               0.007855,               0.007855,               0.007855
                     68,                 1.9045,                 1.3139,                 1.7393,                 0.6692,                0.62941,                 0.6666,                 0.2982,                 1.8887,                 1.3398,                 1.9129,               0.007822,               0.007822,               0.007822
                     69,                 1.8568,                 1.2966,                 1.7216,                0.70622,                0.64199,                0.69187,                0.31282,                 1.8461,                 1.3269,                 1.8904,               0.007789,               0.007789,               0.007789
                     70,                 1.9145,                  1.287,                 1.6873,                0.61483,                0.52769,                0.55452,                0.22803,                 2.1036,                 1.4766,                 2.0754,               0.007756,               0.007756,               0.007756
                     71,                 1.9004,                 1.3023,                 1.7353,                0.69106,                0.61412,                0.67044,                0.29644,                 1.9241,                 1.3059,                 1.9396,               0.007723,               0.007723,               0.007723
                     72,                 1.8682,                 1.2731,                 1.6967,                0.66535,                0.61752,                0.65044,                0.28412,                 1.9662,                 1.3421,                 1.9566,                0.00769,                0.00769,                0.00769
                     73,                 1.8687,                 1.2915,                 1.7387,                0.69566,                0.64941,                0.69744,                0.32451,                 1.8335,                 1.2687,                 1.8629,               0.007657,               0.007657,               0.007657
                     74,                   1.84,                 1.2642,                 1.6894,                0.67213,                0.64877,                0.68813,                0.32073,                 1.8462,                 1.2963,                  1.886,               0.007624,               0.007624,               0.007624
                     75,                 1.8375,                 1.2523,                 1.6698,                0.69491,                0.59882,                0.67292,                0.31136,                 1.8694,                 1.3103,                 1.8949,               0.007591,               0.007591,               0.007591
                     76,                 1.8466,                 1.2728,                 1.7239,                0.71033,                0.61765,                0.68994,                0.31104,                 1.8335,                 1.2841,                 1.8767,               0.007558,               0.007558,               0.007558
                     77,                 1.8348,                 1.2638,                 1.6907,                0.66183,                0.62626,                 0.6672,                0.31711,                 1.8339,                 1.3058,                 1.8654,               0.007525,               0.007525,               0.007525
                     78,                 1.8301,                 1.2417,                 1.6618,                0.68843,                0.61765,                0.68008,                0.32291,                 1.8205,                 1.2762,                 1.8717,               0.007492,               0.007492,               0.007492
                     79,                 1.8256,                 1.2353,                 1.6546,                 0.6929,                0.62941,                0.68988,                0.32824,                 1.8035,                 1.2651,                 1.8566,               0.007459,               0.007459,               0.007459
                     80,                 1.8078,                 1.2631,                 1.7044,                0.69732,                0.55529,                0.63682,                0.29785,                 1.8595,                 1.3586,                 1.9239,               0.007426,               0.007426,               0.007426
                     81,                 1.7963,                 1.2379,                 1.6715,                0.69748,                0.63199,                0.69542,                0.33679,                 1.7677,                 1.3014,                 1.8282,               0.007393,               0.007393,               0.007393
                     82,                 1.8061,                 1.2282,                 1.6526,                0.69152,                0.62588,                0.70158,                0.34033,                 1.8059,                 1.2819,                 1.8593,                0.00736,                0.00736,                0.00736
                     83,                 1.7809,                 1.2106,                 1.6345,                0.72757,                0.65882,                0.72778,                0.35941,                 1.7542,                 1.2251,                 1.8163,               0.007327,               0.007327,               0.007327
                     84,                 1.7946,                 1.2379,                  1.677,                0.71733,                0.62941,                0.69606,                0.33648,                 1.7675,                 1.2541,                 1.8311,               0.007294,               0.007294,               0.007294
                     85,                 1.7568,                 1.2016,                 1.6355,                0.76619,                0.63226,                0.73901,                0.34963,                 1.7423,                  1.241,                 1.8094,               0.007261,               0.007261,               0.007261
                     86,                 1.7562,                 1.2094,                 1.6437,                0.71109,                0.63124,                 0.7116,                0.33713,                 1.7812,                 1.2804,                 1.8153,               0.007228,               0.007228,               0.007228
                     87,                  1.792,                 1.2275,                 1.6343,                0.75929,                0.62716,                0.72239,                0.35683,                  1.745,                 1.2386,                  1.798,               0.007195,               0.007195,               0.007195
                     88,                 1.7733,                 1.2235,                  1.633,                0.68411,                0.62423,                0.69545,                0.33116,                 1.7755,                 1.2534,                 1.8642,               0.007162,               0.007162,               0.007162
                     89,                 1.7886,                 1.2108,                 1.6547,                0.71955,                0.64118,                0.71523,                0.35044,                 1.7336,                 1.2307,                 1.8179,               0.007129,               0.007129,               0.007129
                     90,                 1.7538,                 1.1932,                   1.63,                 0.7497,                0.64941,                0.73364,                0.35779,                   1.73,                 1.2152,                 1.7932,               0.007096,               0.007096,               0.007096
                     91,                 1.7522,                 1.2013,                 1.6255,                0.74399,                0.63249,                0.72934,                0.35713,                 1.7606,                 1.2214,                 1.7968,               0.007063,               0.007063,               0.007063
                     92,                 1.7435,                 1.1789,                 1.6258,                0.76351,                0.65882,                0.73871,                0.36646,                 1.7267,                 1.2023,                 1.7857,                0.00703,                0.00703,                0.00703
                     93,                 1.7345,                 1.1995,                 1.6276,                0.73209,                0.57647,                0.67671,                0.31214,                 1.8499,                 1.3024,                 1.9087,               0.006997,               0.006997,               0.006997
                     94,                 1.7824,                  1.195,                 1.6125,                0.79085,                0.64353,                0.74432,                0.36411,                 1.7309,                 1.2021,                 1.7993,               0.006964,               0.006964,               0.006964
                     95,                 1.7753,                 1.2017,                 1.6219,                0.73269,                0.67412,                0.73593,                0.35999,                 1.7173,                 1.1943,                 1.7937,               0.006931,               0.006931,               0.006931
                     96,                  1.766,                 1.2035,                  1.648,                0.73518,                0.65649,                0.73099,                0.35048,                 1.7515,                    1.2,                 1.8196,               0.006898,               0.006898,               0.006898
                     97,                 1.7398,                 1.1878,                 1.6149,                0.73407,                0.64625,                0.71822,                0.34393,                 1.7806,                 1.2065,                 1.8134,               0.006865,               0.006865,               0.006865
                     98,                  1.759,                 1.1898,                 1.6328,                0.74773,                0.65412,                0.73712,                0.36843,                 1.7086,                 1.1944,                 1.7659,               0.006832,               0.006832,               0.006832
                     99,                 1.7159,                 1.1834,                 1.6256,                0.71466,                0.65176,                 0.7338,                0.36583,                 1.7192,                 1.2126,                 1.7784,               0.006799,               0.006799,               0.006799
                    100,                 1.7288,                 1.1719,                 1.6076,                0.73703,                0.67267,                0.74524,                0.37109,                 1.7085,                 1.1934,                 1.7788,               0.006766,               0.006766,               0.006766
                    101,                 1.7269,                 1.1504,                 1.5899,                0.73421,                0.65059,                0.73898,                0.36534,                 1.7295,                 1.1929,                 1.7965,               0.006733,               0.006733,               0.006733
                    102,                 1.7242,                 1.1582,                  1.597,                  0.731,                0.64578,                 0.7252,                0.34765,                 1.7719,                 1.2178,                 1.8524,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.7321,                 1.1592,                 1.6022,                0.71145,                0.67006,                0.73594,                0.36244,                 1.7371,                 1.1941,                 1.7915,               0.006667,               0.006667,               0.006667
                    104,                 1.7052,                 1.1559,                 1.6144,                0.74574,                0.66353,                0.74579,                0.37894,                 1.6972,                 1.1766,                 1.7679,               0.006634,               0.006634,               0.006634
                    105,                 1.7169,                 1.1599,                 1.5911,                0.74657,                0.69662,                0.75821,                0.37662,                 1.6869,                 1.1655,                 1.7536,               0.006601,               0.006601,               0.006601
                    106,                 1.7067,                 1.1471,                 1.5862,                0.75837,                0.66471,                0.74389,                0.37402,                 1.6804,                 1.1657,                 1.7478,               0.006568,               0.006568,               0.006568
                    107,                 1.6935,                 1.1412,                 1.5863,                 0.7585,                0.66142,                0.74791,                 0.3731,                 1.7038,                 1.1823,                 1.7754,               0.006535,               0.006535,               0.006535
                    108,                 1.7019,                 1.1339,                 1.5713,                0.73988,                0.65882,                0.71739,                0.35023,                 1.7978,                 1.2016,                 1.8223,               0.006502,               0.006502,               0.006502
                    109,                  1.704,                  1.146,                 1.5999,                0.72624,                0.66941,                0.72215,                0.36414,                 1.7255,                 1.1977,                 1.8046,               0.006469,               0.006469,               0.006469
                    110,                 1.6953,                 1.1299,                 1.5637,                0.71486,                0.66471,                0.72441,                0.35878,                 1.7645,                 1.1847,                 1.8207,               0.006436,               0.006436,               0.006436
                    111,                 1.7106,                 1.1533,                 1.5951,                0.74027,                0.66824,                0.74789,                0.37155,                 1.7058,                 1.1625,                 1.7742,               0.006403,               0.006403,               0.006403
                    112,                 1.6595,                 1.1211,                 1.5705,                0.72107,                0.62941,                0.71208,                0.34079,                 1.7991,                 1.2374,                  1.845,                0.00637,                0.00637,                0.00637
                    113,                 1.6748,                 1.1246,                 1.5684,                0.72896,                0.68235,                0.75184,                 0.3817,                 1.6881,                 1.1574,                 1.7452,               0.006337,               0.006337,               0.006337
                    114,                 1.6554,                 1.1066,                 1.5685,                0.73724,                0.63048,                0.73068,                0.36086,                 1.7415,                 1.1963,                 1.8095,               0.006304,               0.006304,               0.006304
                    115,                 1.6813,                 1.1365,                    1.6,                0.73382,                0.66941,                0.73654,                0.36778,                 1.7275,                  1.187,                 1.7967,               0.006271,               0.006271,               0.006271
                    116,                 1.6927,                 1.1294,                 1.5782,                0.72032,                0.67059,                0.73224,                0.36885,                 1.7267,                 1.1603,                 1.7713,               0.006238,               0.006238,               0.006238
                    117,                  1.687,                 1.1301,                 1.5871,                0.75672,                0.68798,                0.75492,                 0.3809,                 1.6934,                 1.1489,                 1.7456,               0.006205,               0.006205,               0.006205
                    118,                 1.7052,                 1.1264,                 1.5608,                 0.7449,                0.68824,                0.75354,                0.38522,                 1.6865,                 1.1255,                 1.7421,               0.006172,               0.006172,               0.006172
                    119,                 1.6885,                 1.1216,                 1.5777,                0.77266,                0.65576,                0.74122,                0.37369,                  1.723,                  1.158,                 1.7799,               0.006139,               0.006139,               0.006139
                    120,                 1.6796,                  1.119,                 1.5625,                0.77183,                0.64941,                0.74481,                0.37916,                 1.6971,                  1.147,                 1.7693,               0.006106,               0.006106,               0.006106
                    121,                 1.6597,                 1.1106,                  1.548,                0.78133,                0.66838,                0.75834,                0.37498,                 1.7153,                 1.1506,                 1.7626,               0.006073,               0.006073,               0.006073
                    122,                 1.6702,                 1.1153,                 1.5653,                0.76744,                   0.68,                0.76577,                0.39244,                 1.6815,                 1.1071,                 1.7506,                0.00604,                0.00604,                0.00604
                    123,                  1.639,                 1.0923,                 1.5534,                0.78828,                0.67457,                0.75757,                0.37959,                 1.7123,                 1.1357,                 1.7724,               0.006007,               0.006007,               0.006007
                    124,                 1.6754,                 1.1091,                 1.5728,                0.76044,                0.68235,                0.76201,                0.38247,                 1.7003,                 1.1469,                 1.7627,               0.005974,               0.005974,               0.005974
                    125,                 1.6649,                 1.1006,                 1.5342,                0.74703,                0.70179,                0.76095,                0.39066,                 1.6798,                 1.1252,                 1.7397,               0.005941,               0.005941,               0.005941
                    126,                 1.6395,                 1.1024,                 1.5784,                0.73307,                0.66706,                0.73945,                0.37464,                 1.7166,                 1.1668,                  1.791,               0.005908,               0.005908,               0.005908
                    127,                 1.6546,                 1.1101,                 1.5643,                0.77096,                0.69412,                0.77504,                0.39817,                 1.6749,                 1.1212,                 1.7498,               0.005875,               0.005875,               0.005875
                    128,                 1.6487,                  1.101,                 1.5695,                0.76932,                0.65522,                0.76012,                0.38964,                 1.6958,                 1.1442,                 1.7624,               0.005842,               0.005842,               0.005842
                    129,                 1.6515,                 1.0941,                 1.5354,                0.77669,                0.65469,                0.75483,                0.38615,                 1.7186,                 1.1529,                 1.7816,               0.005809,               0.005809,               0.005809
                    130,                 1.6315,                 1.0896,                 1.5499,                0.76339,                0.69647,                0.76432,                0.39503,                 1.6575,                 1.1298,                 1.7173,               0.005776,               0.005776,               0.005776
                    131,                 1.6601,                 1.1093,                  1.566,                0.70756,                0.68824,                0.75173,                0.38659,                 1.6739,                 1.1531,                 1.7296,               0.005743,               0.005743,               0.005743
                    132,                 1.6077,                 1.0677,                 1.5281,                0.77564,                0.70364,                0.77982,                0.40057,                 1.6765,                 1.1097,                 1.7349,                0.00571,                0.00571,                0.00571
                    133,                 1.6495,                 1.0923,                   1.55,                0.78566,                   0.68,                0.77721,                0.40099,                 1.6721,                 1.1052,                 1.7413,               0.005677,               0.005677,               0.005677
                    134,                 1.6474,                 1.0926,                 1.5587,                0.79917,                0.62734,                0.75692,                0.38365,                 1.6787,                 1.1318,                 1.7778,               0.005644,               0.005644,               0.005644
                    135,                 1.6405,                 1.0713,                 1.5048,                0.75636,                0.68941,                0.76236,                0.39171,                 1.6842,                 1.1207,                 1.7492,               0.005611,               0.005611,               0.005611
                    136,                 1.6446,                 1.0882,                 1.5526,                0.72766,                0.71354,                0.77715,                0.39704,                 1.6599,                 1.1017,                  1.741,               0.005578,               0.005578,               0.005578
                    137,                 1.6204,                 1.0765,                  1.539,                0.75553,                0.68235,                0.76181,                0.38871,                 1.6577,                 1.1125,                 1.7445,               0.005545,               0.005545,               0.005545
                    138,                 1.6394,                 1.0708,                 1.5282,                0.73403,                0.69059,                0.75649,                0.38923,                 1.6729,                 1.1295,                 1.7486,               0.005512,               0.005512,               0.005512
                    139,                 1.6005,                 1.0542,                  1.502,                0.76574,                0.68838,                0.76941,                0.38383,                 1.6991,                 1.1067,                 1.7824,               0.005479,               0.005479,               0.005479
                    140,                 1.5868,                 1.0506,                 1.5077,                0.76694,                0.69882,                0.78582,                0.39765,                 1.6668,                 1.0979,                 1.7444,               0.005446,               0.005446,               0.005446
                    141,                 1.6406,                 1.0726,                 1.5528,                0.77225,                0.67017,                0.76862,                0.38521,                 1.6909,                 1.1346,                 1.7734,               0.005413,               0.005413,               0.005413
                    142,                 1.5996,                 1.0621,                 1.5296,                0.77724,                0.68353,                0.77982,                0.39643,                 1.6826,                 1.1021,                 1.7622,                0.00538,                0.00538,                0.00538
                    143,                 1.5797,                 1.0626,                 1.5357,                 0.7669,                0.67294,                0.76394,                0.38462,                 1.6931,                 1.1162,                 1.7801,               0.005347,               0.005347,               0.005347
                    144,                 1.6205,                 1.0515,                 1.5281,                0.75366,                0.67412,                0.75049,                0.38038,                 1.6758,                 1.1325,                 1.7699,               0.005314,               0.005314,               0.005314
                    145,                 1.5984,                 1.0643,                 1.5389,                0.74614,                0.65647,                0.73787,                0.36923,                 1.7511,                 1.1498,                 1.8231,               0.005281,               0.005281,               0.005281
                    146,                 1.5883,                 1.0406,                 1.4897,                0.76704,                0.70235,                0.77263,                0.39837,                 1.6606,                  1.085,                  1.734,               0.005248,               0.005248,               0.005248
                    147,                 1.6056,                 1.0429,                 1.5028,                0.75172,                    0.7,                 0.7672,                0.39122,                 1.6747,                 1.1011,                 1.7601,               0.005215,               0.005215,               0.005215
                    148,                 1.5798,                 1.0327,                 1.5016,                0.77923,                0.69882,                 0.7773,                0.39274,                 1.6893,                 1.0886,                 1.7648,               0.005182,               0.005182,               0.005182
                    149,                 1.6217,                 1.0656,                 1.5389,                0.78396,                0.69059,                0.78202,                 0.4015,                 1.6751,                 1.0724,                 1.7611,               0.005149,               0.005149,               0.005149
                    150,                 1.5954,                 1.0377,                 1.5094,                0.78882,                0.68554,                 0.7762,                0.39937,                 1.6544,                 1.0656,                 1.7405,               0.005116,               0.005116,               0.005116
                    151,                 1.5882,                 1.0237,                 1.4916,                0.77829,                0.67882,                0.75929,                0.39113,                 1.6781,                 1.0856,                 1.7518,               0.005083,               0.005083,               0.005083
                    152,                 1.5998,                 1.0451,                  1.521,                0.78018,                0.67765,                0.77017,                0.39769,                 1.6607,                 1.0871,                 1.7491,                0.00505,                0.00505,                0.00505
                    153,                 1.5853,                  1.041,                 1.4998,                0.80445,                0.66787,                 0.7698,                0.39922,                 1.6524,                 1.0952,                 1.7444,               0.005017,               0.005017,               0.005017
                    154,                 1.5568,                 1.0144,                 1.4895,                 0.7914,                0.66353,                0.76254,                0.39277,                 1.6854,                 1.0871,                 1.7587,               0.004984,               0.004984,               0.004984
                    155,                 1.5714,                 1.0406,                 1.5149,                0.76725,                 0.6787,                0.76884,                0.40022,                 1.6712,                 1.1157,                 1.7487,               0.004951,               0.004951,               0.004951
