                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 1.3225,                0.96323,                 1.1756,                 0.7596,                0.67647,                0.74873,                0.40309,                 1.4791,                 1.2736,                 1.3692,               0.001835,               0.001835,               0.001835
                     28,                 1.2855,                0.90994,                 1.1585,                0.75097,                0.66941,                0.75773,                0.41525,                 1.5086,                 1.2341,                 1.3805,              0.0018284,              0.0018284,              0.0018284
                     29,                 1.2967,                0.90066,                 1.1587,                0.74505,                0.66118,                0.72771,                0.38017,                 1.5493,                 1.1948,                  1.403,              0.0018218,              0.0018218,              0.0018218
                     30,                 1.2798,                0.90103,                 1.1526,                  0.755,                0.70471,                0.76209,                0.40157,                 1.5176,                 1.1226,                 1.3996,              0.0018152,              0.0018152,              0.0018152
                     31,                 1.2643,                0.90383,                 1.1549,                0.78182,                0.65764,                0.74069,                0.38569,                 1.5821,                 1.1541,                 1.4618,              0.0018086,              0.0018086,              0.0018086
                     32,                 1.2807,                0.88146,                 1.1442,                0.71843,                0.63038,                0.68948,                0.34456,                 1.6672,                 1.1975,                 1.4843,               0.001802,               0.001802,               0.001802
                     33,                 1.2768,                0.88817,                 1.1508,                0.78166,                0.70353,                0.77894,                0.43556,                 1.4708,                 1.0653,                 1.3705,              0.0017954,              0.0017954,              0.0017954
                     34,                 1.3166,                0.91451,                 1.1498,                0.81063,                0.70471,                0.78758,                0.44652,                 1.4206,                 1.0687,                 1.3436,              0.0017888,              0.0017888,              0.0017888
                     35,                  1.272,                 0.8811,                 1.1454,                0.74885,                0.70858,                0.76467,                0.42427,                 1.4433,                 1.1147,                 1.3728,              0.0017822,              0.0017822,              0.0017822
                     36,                 1.2113,                0.83053,                 1.1248,                0.81178,                0.69176,                  0.791,                0.44774,                 1.4398,                 1.0556,                 1.3699,              0.0017756,              0.0017756,              0.0017756
                     37,                 1.2236,                0.84266,                 1.1317,                0.77267,                0.72471,                0.78305,                0.43688,                  1.457,                 1.0849,                 1.3994,               0.001769,               0.001769,               0.001769
                     38,                 1.1898,                0.81475,                 1.1171,                0.75956,                0.70588,                0.76733,                0.41884,                 1.4762,                 1.2367,                  1.416,              0.0017624,              0.0017624,              0.0017624
                     39,                  1.204,                0.80993,                 1.1124,                0.73445,                0.72886,                0.75184,                0.41089,                 1.4807,                 1.1812,                 1.4093,              0.0017558,              0.0017558,              0.0017558
                     40,                 1.1947,                0.80184,                 1.1094,                0.75266,                0.74822,                0.79888,                0.44555,                 1.4399,                 1.0675,                 1.3702,              0.0017492,              0.0017492,              0.0017492
                     41,                 1.1985,                0.79276,                 1.1128,                0.79362,                0.71479,                0.78085,                 0.4352,                 1.4713,                 1.0587,                 1.3967,              0.0017426,              0.0017426,              0.0017426
                     42,                 1.1612,                0.76972,                 1.0915,                0.73103,                   0.74,                0.77395,                0.42296,                 1.4769,                 1.1392,                 1.3952,               0.001736,               0.001736,               0.001736
                     43,                 1.1554,                0.77368,                 1.1067,                0.75997,                0.70399,                0.75884,                0.41558,                 1.5186,                 1.0706,                 1.4225,              0.0017294,              0.0017294,              0.0017294
                     44,                 1.1602,                0.77557,                 1.0982,                0.77242,                0.70941,                0.76608,                0.41692,                 1.5292,                 1.0418,                 1.4556,              0.0017228,              0.0017228,              0.0017228
                     45,                 1.1502,                0.76093,                 1.0911,                0.70455,                0.69176,                 0.7192,                0.40316,                 1.5398,                 1.1314,                 1.4422,              0.0017162,              0.0017162,              0.0017162
                     46,                  1.165,                0.75924,                 1.0929,                0.69585,                0.69412,                0.71531,                0.38159,                 1.5726,                 1.1535,                   1.51,              0.0017096,              0.0017096,              0.0017096
                     47,                 1.1667,                0.76237,                 1.0879,                0.80223,                0.67764,                0.76194,                0.44082,                 1.4268,                 1.0809,                  1.382,               0.001703,               0.001703,               0.001703
                     48,                 1.1568,                0.76603,                 1.0899,                0.69336,                0.72706,                0.73896,                0.39142,                 1.5592,                 1.1494,                 1.4682,              0.0016964,              0.0016964,              0.0016964
                     49,                 1.1728,                0.76421,                 1.0868,                0.78766,                0.67176,                0.75413,                0.41029,                 1.5143,                 1.2117,                 1.4226,              0.0016898,              0.0016898,              0.0016898
                     50,                 1.1423,                 0.7402,                  1.082,                0.72965,                0.72393,                0.73739,                0.39711,                 1.5306,                  1.141,                 1.4633,              0.0016832,              0.0016832,              0.0016832
                     51,                 1.1434,                0.74323,                 1.0737,                0.71226,                0.69647,                0.72182,                0.37398,                 1.5713,                 1.2077,                 1.4746,              0.0016766,              0.0016766,              0.0016766
                     52,                 1.1289,                0.72542,                 1.0681,                0.75833,                0.68941,                0.75215,                0.42079,                 1.4794,                 1.1264,                  1.405,                0.00167,                0.00167,                0.00167
                     53,                 1.1382,                0.72219,                 1.0703,                 0.7509,                0.73057,                0.76307,                0.41802,                 1.5052,                 1.1276,                  1.396,              0.0016634,              0.0016634,              0.0016634
                     54,                 1.1522,                0.72738,                 1.0657,                0.79294,                0.68932,                0.77046,                0.40985,                 1.5509,                 1.0855,                 1.4002,              0.0016568,              0.0016568,              0.0016568
                     55,                 1.1423,                0.73248,                 1.0727,                0.80268,                0.73701,                0.79438,                0.43447,                 1.4951,                 1.0449,                 1.4128,              0.0016502,              0.0016502,              0.0016502
                     56,                 1.1253,                 0.7171,                 1.0756,                 0.7711,                0.68588,                0.74989,                0.41266,                 1.5321,                 1.1269,                 1.4249,              0.0016436,              0.0016436,              0.0016436
                     57,                 1.1853,                0.75205,                 1.0922,                0.81369,                0.63713,                0.75262,                0.41225,                  1.564,                 1.1114,                 1.4424,               0.001637,               0.001637,               0.001637
                     58,                 1.1519,                0.71388,                 1.0823,                0.78204,                0.74118,                0.79184,                0.45029,                  1.445,                 1.0283,                 1.3623,              0.0016304,              0.0016304,              0.0016304
                     59,                 1.1525,                0.72097,                 1.0696,                0.76943,                0.73023,                0.77342,                0.42977,                 1.5341,                 1.0733,                 1.3689,              0.0016238,              0.0016238,              0.0016238
                     60,                 1.1338,                0.68964,                  1.066,                0.81468,                0.70118,                0.78177,                0.43898,                 1.4636,                 1.0387,                 1.3811,              0.0016172,              0.0016172,              0.0016172
                     61,                 1.0947,                0.68385,                 1.0518,                0.79242,                0.70118,                0.77291,                0.42225,                 1.5258,                 1.0402,                 1.4379,              0.0016106,              0.0016106,              0.0016106
                     62,                 1.0822,                0.67923,                  1.045,                0.76719,                0.63968,                0.71077,                0.35775,                 1.6495,                 1.2206,                 1.4998,               0.001604,               0.001604,               0.001604
                     63,                 1.1221,                0.70821,                 1.0673,                0.80938,                0.74235,                 0.7998,                0.45141,                 1.4529,                 1.0255,                 1.4195,              0.0015974,              0.0015974,              0.0015974
                     64,                   1.07,                0.67189,                 1.0381,                0.78894,                0.76958,                0.80271,                0.44455,                 1.4817,                 1.0077,                 1.3933,              0.0015908,              0.0015908,              0.0015908
                     65,                 1.0644,                0.67658,                 1.0498,                0.80671,                0.72179,                0.79001,                 0.4396,                 1.4643,                 1.0031,                 1.3809,              0.0015842,              0.0015842,              0.0015842
                     66,                 1.0549,                 0.6654,                 1.0365,                0.79435,                0.75176,                0.78666,                0.44125,                 1.4986,                0.97943,                 1.3929,              0.0015776,              0.0015776,              0.0015776
                     67,                  1.071,                0.66982,                 1.0471,                0.78241,                0.76353,                0.79306,                0.43863,                 1.5143,                0.97684,                 1.4303,               0.001571,               0.001571,               0.001571
                     68,                 1.0887,                0.66215,                  1.046,                0.78097,                0.75924,                0.79475,                0.44224,                 1.4885,                 1.0095,                 1.3595,              0.0015644,              0.0015644,              0.0015644
                     69,                 1.0539,                0.66082,                 1.0417,                0.80504,                0.69529,                0.77383,                0.44078,                 1.4967,                 1.0417,                 1.3959,              0.0015578,              0.0015578,              0.0015578
                     70,                 1.0893,                0.67117,                 1.0372,                0.78922,                0.71412,                0.78107,                 0.4187,                 1.6263,                 1.0255,                 1.4624,              0.0015512,              0.0015512,              0.0015512
