                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                 1.6596,                 1.1596,                 1.3823,                0.52197,                0.37176,                0.38631,                0.14988,                 2.2276,                 2.1312,                 1.8726,                0.00736,                0.00736,                0.00736
                     83,                 1.6398,                 1.1422,                 1.3889,                0.62433,                0.48824,                0.54191,                0.23174,                 2.0174,                 1.6592,                 1.7248,               0.007327,               0.007327,               0.007327
                     84,                 1.6295,                 1.1598,                 1.4004,                0.67125,                0.46843,                0.52927,                0.23401,                 2.0015,                 1.7182,                 1.6997,               0.007294,               0.007294,               0.007294
                     85,                 1.5809,                 1.1224,                 1.3691,                0.63318,                0.49765,                0.56566,                0.27155,                  1.942,                 1.6534,                 1.6313,               0.007261,               0.007261,               0.007261
                     86,                 1.6074,                 1.1307,                 1.3747,                0.67701,                0.53758,                 0.5917,                0.28377,                 1.8735,                 1.6605,                 1.6061,               0.007228,               0.007228,               0.007228
                     87,                 1.6254,                 1.1289,                 1.3808,                0.69621,                0.56235,                0.63198,                 0.3011,                  1.886,                 1.5344,                 1.6122,               0.007195,               0.007195,               0.007195
                     88,                 1.6152,                 1.1181,                 1.3725,                0.70801,                0.61046,                0.67561,                0.32668,                 1.8428,                 1.3752,                 1.5686,               0.007162,               0.007162,               0.007162
                     89,                 1.6148,                  1.119,                 1.3709,                0.75126,                0.59882,                0.69813,                0.35658,                 1.7785,                 1.3052,                  1.521,               0.007129,               0.007129,               0.007129
                     90,                 1.5861,                 1.1018,                 1.3567,                0.74232,                0.61345,                 0.7029,                0.36364,                 1.7648,                 1.3322,                 1.5152,               0.007096,               0.007096,               0.007096
                     91,                 1.5816,                 1.1068,                 1.3618,                0.71738,                    0.6,                0.66004,                0.32669,                 1.8287,                 1.4968,                 1.5678,               0.007063,               0.007063,               0.007063
                     92,                 1.5747,                 1.0863,                 1.3571,                0.68808,                0.61246,                0.66254,                0.33769,                 1.8451,                 1.4637,                 1.5656,                0.00703,                0.00703,                0.00703
                     93,                 1.5813,                 1.1057,                 1.3569,                0.73362,                0.64118,                0.70845,                0.36855,                 1.7697,                 1.2971,                 1.5385,               0.006997,               0.006997,               0.006997
                     94,                 1.6259,                 1.1109,                 1.3635,                0.76221,                0.59176,                0.68983,                0.34934,                 1.8268,                 1.3355,                 1.5634,               0.006964,               0.006964,               0.006964
                     95,                 1.6295,                 1.1152,                 1.3715,                0.71193,                0.62824,                0.70292,                0.36819,                 1.7484,                 1.3321,                  1.525,               0.006931,               0.006931,               0.006931
                     96,                 1.5945,                 1.1071,                  1.365,                0.70992,                0.65357,                0.71815,                0.37524,                 1.7214,                 1.3034,                 1.5133,               0.006898,               0.006898,               0.006898
                     97,                 1.5775,                 1.0862,                 1.3527,                0.71869,                0.64235,                0.70767,                0.35616,                  1.769,                 1.2699,                 1.5544,               0.006865,               0.006865,               0.006865
                     98,                 1.6186,                 1.0987,                 1.3738,                0.68147,                0.65765,                0.69452,                0.34498,                 1.7959,                 1.1955,                 1.5408,               0.006832,               0.006832,               0.006832
                     99,                 1.5524,                 1.0753,                 1.3376,                0.75973,                0.60471,                0.70631,                  0.361,                 1.6822,                 1.3038,                 1.4693,               0.006799,               0.006799,               0.006799
                    100,                 1.5646,                  1.085,                  1.344,                0.66712,                0.66235,                0.66407,                0.32445,                 1.7516,                 1.2452,                 1.5215,               0.006766,               0.006766,               0.006766
                    101,                 1.5709,                 1.0576,                 1.3356,                 0.7275,                0.62503,                0.71166,                0.35959,                 1.7127,                  1.356,                  1.458,               0.006733,               0.006733,               0.006733
                    102,                 1.5569,                 1.0678,                 1.3231,                0.69793,                0.64706,                0.69359,                0.35119,                 1.7024,                 1.2869,                 1.4655,                 0.0067,                 0.0067,                 0.0067
                    103,                 1.5497,                 1.0556,                 1.3305,                 0.7032,                0.64387,                0.72443,                0.37211,                 1.6971,                 1.2185,                 1.4899,               0.006667,               0.006667,               0.006667
                    104,                 1.5175,                 1.0431,                  1.324,                 0.6987,                0.59882,                0.67922,                 0.3447,                 1.7212,                 1.3146,                 1.5042,               0.006634,               0.006634,               0.006634
                    105,                 1.5391,                 1.0389,                 1.3155,                0.70085,                0.63944,                 0.7058,                0.35761,                 1.7202,                 1.2935,                 1.4823,               0.006601,               0.006601,               0.006601
                    106,                 1.5595,                 1.0316,                  1.327,                0.66674,                0.58941,                0.64729,                0.32608,                 1.7443,                 1.3181,                 1.5365,               0.006568,               0.006568,               0.006568
                    107,                 1.5373,                 1.0473,                 1.3256,                0.75218,                0.65176,                0.73311,                0.37376,                 1.7191,                  1.244,                 1.5061,               0.006535,               0.006535,               0.006535
                    108,                 1.5495,                  1.044,                 1.3161,                0.65639,                0.67412,                0.69802,                 0.3428,                 1.7758,                 1.2241,                 1.5612,               0.006502,               0.006502,               0.006502
                    109,                 1.5407,                 1.0364,                 1.3306,                0.78873,                 0.6632,                0.75983,                0.39099,                 1.6511,                 1.1344,                 1.4544,               0.006469,               0.006469,               0.006469
                    110,                 1.5467,                 1.0367,                 1.3175,                0.72926,                0.63697,                0.71785,                0.36414,                 1.7074,                 1.1926,                 1.4987,               0.006436,               0.006436,               0.006436
                    111,                 1.5457,                 1.0441,                 1.3204,                0.75684,                0.68471,                0.75537,                 0.3858,                 1.6982,                 1.1596,                 1.4771,               0.006403,               0.006403,               0.006403
                    112,                 1.5061,                 1.0137,                 1.3002,                0.75613,                0.66941,                0.75438,                0.39691,                 1.6205,                 1.1516,                 1.4392,                0.00637,                0.00637,                0.00637
                    113,                  1.506,                 1.0199,                 1.3016,                0.73443,                0.64096,                0.73999,                 0.3781,                 1.6513,                 1.1654,                 1.4742,               0.006337,               0.006337,               0.006337
                    114,                 1.4879,                 1.0031,                 1.3058,                0.76599,                0.69529,                0.77076,                0.39677,                 1.6552,                 1.1253,                 1.4648,               0.006304,               0.006304,               0.006304
                    115,                 1.5098,                 1.0188,                 1.3111,                0.73893,                0.64353,                0.73525,                0.38287,                 1.6629,                 1.1761,                 1.4458,               0.006271,               0.006271,               0.006271
                    116,                 1.5389,                 1.0317,                 1.3198,                0.69496,                0.59234,                0.64629,                 0.3098,                 1.8123,                 1.3465,                 1.5653,               0.006238,               0.006238,               0.006238
                    117,                 1.5139,                 1.0188,                 1.3151,                0.67536,                0.65294,                0.70698,                0.35599,                  1.744,                 1.2683,                 1.5028,               0.006205,               0.006205,               0.006205
                    118,                 1.5424,                 1.0198,                 1.3039,                0.76353,                0.61917,                 0.7293,                0.36826,                 1.7418,                 1.1799,                 1.5069,               0.006172,               0.006172,               0.006172
                    119,                 1.5452,                 1.0278,                 1.3145,                0.70063,                0.64979,                0.71178,                 0.3314,                 1.8085,                 1.2452,                 1.5302,               0.006139,               0.006139,               0.006139
                    120,                 1.5403,                 1.0127,                  1.314,                0.70399,                0.61882,                0.69211,                0.35021,                 1.7175,                 1.2805,                 1.4956,               0.006106,               0.006106,               0.006106
                    121,                 1.5272,                 1.0108,                 1.3085,                0.73569,                0.62118,                0.71941,                0.36831,                 1.7102,                 1.2297,                 1.4747,               0.006073,               0.006073,               0.006073
                    122,                 1.5016,                   1.01,                  1.295,                0.76045,                0.67226,                0.74702,                0.39953,                 1.6515,                 1.1489,                 1.4498,                0.00604,                0.00604,                0.00604
                    123,                 1.4706,                0.98036,                 1.2927,                0.74395,                0.65529,                0.74016,                0.38404,                 1.6929,                 1.1332,                 1.4971,               0.006007,               0.006007,               0.006007
                    124,                 1.4779,                0.99257,                 1.2951,                0.77118,                0.68593,                0.75521,                0.39559,                 1.6422,                 1.1323,                 1.4776,               0.005974,               0.005974,               0.005974
                    125,                 1.5127,                0.99365,                 1.2823,                0.73127,                0.68512,                0.75154,                0.39084,                 1.6688,                  1.141,                 1.4648,               0.005941,               0.005941,               0.005941
                    126,                 1.4845,                0.99527,                 1.2903,                 0.7073,                0.62235,                 0.6819,                0.33829,                 1.8034,                 1.2956,                 1.5492,               0.005908,               0.005908,               0.005908
                    127,                 1.5041,                 1.0073,                 1.3022,                0.77703,                0.67294,                 0.7648,                0.39808,                 1.6627,                 1.1305,                 1.4693,               0.005875,               0.005875,               0.005875
                    128,                 1.4545,                 0.9798,                  1.276,                0.79389,                0.66161,                0.75461,                0.38333,                 1.7032,                 1.1699,                 1.4545,               0.005842,               0.005842,               0.005842
                    129,                    1.5,                0.98115,                 1.2798,                0.71319,                0.71882,                0.76081,                0.39783,                 1.6503,                   1.15,                 1.4465,               0.005809,               0.005809,               0.005809
                    130,                 1.4764,                0.96392,                 1.2847,                0.74852,                0.68282,                0.76759,                0.40346,                 1.6527,                 1.1367,                 1.4504,               0.005776,               0.005776,               0.005776
                    131,                 1.5029,                0.99193,                 1.3026,                0.76426,                0.66118,                0.74677,                0.39808,                 1.6412,                 1.1651,                 1.4474,               0.005743,               0.005743,               0.005743
                    132,                  1.454,                0.95139,                 1.2663,                0.75141,                0.69701,                0.76039,                0.40207,                 1.6355,                 1.0985,                 1.4498,                0.00571,                0.00571,                0.00571
                    133,                 1.4854,                0.98093,                 1.2877,                0.77291,                 0.6767,                0.74817,                0.38894,                 1.6572,                 1.1058,                 1.4592,               0.005677,               0.005677,               0.005677
                    134,                 1.4739,                0.96504,                 1.2873,                0.75632,                0.69059,                0.76483,                0.39888,                   1.65,                 1.1017,                 1.4365,               0.005644,               0.005644,               0.005644
                    135,                 1.4667,                0.93736,                 1.2587,                0.77304,                0.68523,                0.76682,                0.39114,                 1.6333,                 1.0815,                 1.4424,               0.005611,               0.005611,               0.005611
                    136,                 1.4707,                0.96088,                 1.2743,                0.77505,                0.68908,                 0.7662,                0.39905,                 1.6358,                 1.0775,                   1.43,               0.005578,               0.005578,               0.005578
                    137,                 1.4376,                0.95431,                 1.2601,                0.78304,                 0.6454,                0.74344,                0.38458,                 1.6477,                  1.131,                 1.4285,               0.005545,               0.005545,               0.005545
                    138,                 1.4441,                0.94901,                 1.2562,                0.76318,                0.68118,                0.75585,                0.39679,                 1.6693,                 1.0876,                 1.4459,               0.005512,               0.005512,               0.005512
                    139,                 1.4152,                0.92512,                 1.2346,                  0.717,                0.69059,                0.74776,                0.38964,                 1.6343,                 1.1302,                 1.4363,               0.005479,               0.005479,               0.005479
                    140,                 1.4108,                0.91926,                 1.2424,                0.78461,                0.69854,                0.77599,                0.40996,                 1.6214,                 1.0731,                 1.4342,               0.005446,               0.005446,               0.005446
                    141,                 1.4537,                0.93932,                  1.266,                0.75367,                0.66588,                0.74318,                 0.3972,                 1.6266,                 1.1485,                 1.4395,               0.005413,               0.005413,               0.005413
                    142,                 1.4159,                 0.9283,                 1.2557,                 0.7254,                 0.7117,                0.74755,                0.38426,                 1.6821,                 1.1245,                 1.5053,                0.00538,                0.00538,                0.00538
                    143,                 1.3956,                0.91445,                 1.2537,                0.76995,                0.65757,                0.74979,                0.38608,                 1.7062,                  1.143,                 1.5044,               0.005347,               0.005347,               0.005347
                    144,                 1.4225,                0.91948,                 1.2502,                0.77892,                 0.6342,                0.71708,                0.37488,                 1.7085,                 1.2028,                 1.5255,               0.005314,               0.005314,               0.005314
                    145,                 1.4129,                0.92245,                 1.2446,                0.80499,                0.65176,                0.76445,                0.40453,                 1.6557,                 1.1097,                 1.4698,               0.005281,               0.005281,               0.005281
                    146,                  1.417,                0.90794,                 1.2366,                0.78626,                0.66118,                0.74992,                0.39255,                 1.6922,                 1.0977,                 1.5015,               0.005248,               0.005248,               0.005248
                    147,                 1.4486,                0.92591,                 1.2494,                0.78458,                0.69294,                0.76373,                0.41033,                 1.6362,                 1.0936,                 1.4629,               0.005215,               0.005215,               0.005215
                    148,                  1.425,                0.90767,                 1.2518,                0.77476,                0.69199,                0.76596,                0.41898,                 1.6192,                 1.0855,                   1.45,               0.005182,               0.005182,               0.005182
                    149,                 1.4475,                  0.929,                 1.2623,                0.73829,                0.69765,                0.75559,                0.39616,                 1.6662,                 1.0933,                 1.4649,               0.005149,               0.005149,               0.005149
                    150,                 1.4216,                0.91264,                 1.2451,                0.79183,                0.67127,                0.76408,                0.40353,                 1.6477,                  1.081,                 1.4734,               0.005116,               0.005116,               0.005116
                    151,                  1.415,                0.90028,                 1.2385,                0.79912,                 0.6833,                0.77763,                0.41196,                 1.6542,                 1.0604,                 1.4759,               0.005083,               0.005083,               0.005083
                    152,                 1.4057,                0.90302,                 1.2455,                0.79858,                0.67529,                0.76823,                 0.4143,                 1.6205,                 1.0835,                 1.4388,                0.00505,                0.00505,                0.00505
                    153,                 1.4297,                0.90017,                 1.2508,                0.75016,                0.65647,                0.73923,                 0.3719,                 1.7455,                 1.1008,                 1.5543,               0.005017,               0.005017,               0.005017
                    154,                 1.4125,                0.89321,                 1.2437,                0.71497,                0.66706,                0.70683,                 0.3695,                 1.6811,                  1.162,                 1.5063,               0.004984,               0.004984,               0.004984
                    155,                 1.4045,                0.90046,                 1.2433,                 0.7262,                0.69176,                0.73806,                0.39052,                 1.6591,                 1.1135,                 1.4594,               0.004951,               0.004951,               0.004951
                    156,                 1.3881,                0.88805,                 1.2362,                0.79778,                0.69155,                0.76299,                0.39714,                 1.6416,                 1.0791,                 1.4602,               0.004918,               0.004918,               0.004918
